Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
tryptophan--tRNA ligase [Sulfolobus sp. SCGC AB-777_L09],Sulfolobus sp. SCGC AB-777_L09,560,560,98%,0.0,68.78,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PVU69634.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""PVU69634.1"")"
tryptophan--tRNA ligase [Sulfolobus islandicus],Sulfolobus islandicus,554,554,98%,0.0,68.78,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PVU76802.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""PVU76802.1"")"
tryptophan--tRNA ligase [Sulfolobus islandicus],Sulfolobus islandicus,553,553,98%,0.0,68.78,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048049764.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""WP_048049764.1"")"
tryptophanyl-tRNA synthetase [Sulfolobus islandicus M.14.25],Sulfolobus islandicus M.14.25,553,553,98%,0.0,68.78,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ACP38401.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""ACP38401.1"")"
tryptophan--tRNA ligase [Candidatus Brockarchaeota archaeon],Candidatus Brockarchaeota archaeon,549,549,98%,0.0,68.70,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO3769332.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""MBO3769332.1"")"
tryptophan--tRNA ligase [Stygiolobus azoricus],Stygiolobus azoricus,555,555,98%,0.0,68.68,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156005319.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""WP_156005319.1"")"
tryptophan--tRNA ligase [Saccharolobus shibatae],Saccharolobus shibatae,553,553,98%,0.0,68.52,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218258768.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""WP_218258768.1"")"
tryptophan--tRNA ligase [Thermofilum sp. ex4484_79],Thermofilum sp. ex4484_79,558,558,99%,0.0,68.42,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OYT31428.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""OYT31428.1"")"
TPA: tryptophan--tRNA ligase [Nitrososphaeria archaeon],Nitrososphaeria archaeon,555,555,99%,0.0,68.32,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDD40103.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""HDD40103.1"")"
Tryptophanyl-tRNA synthetase (trpS) [Saccharolobus solfataricus P2],Saccharolobus solfataricus P2,553,553,98%,0.0,68.25,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAK40778.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""AAK40778.1"")"
tryptophan--tRNA ligase [Saccharolobus solfataricus],Saccharolobus solfataricus,552,552,98%,0.0,68.25,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_009988707.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""WP_009988707.1"")"
tryptophan--tRNA ligase [Saccharolobus shibatae],Saccharolobus shibatae,552,552,98%,0.0,68.25,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218266485.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""WP_218266485.1"")"
tryptophan--tRNA ligase [Nitrososphaerota archaeon],Nitrososphaerota archaeon,546,546,97%,0.0,68.18,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL7384341.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""MCL7384341.1"")"
tryptophan--tRNA ligase [Acidianus sulfidivorans],Acidianus sulfidivorans,557,557,98%,0.0,68.17,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110380338.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""WP_110380338.1"")"
tryptophan--tRNA ligase [Candidatus Brockarchaeota archaeon],Candidatus Brockarchaeota archaeon,544,544,98%,0.0,68.17,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO3839380.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""MBO3839380.1"")"
tryptophan--tRNA ligase [Aigarchaeota archaeon],Aigarchaeota archaeon,546,546,98%,0.0,68.09,388,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCS7126515.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""MCS7126515.1"")"
tryptophan--tRNA ligase [Nitrososphaerota archaeon],Nitrososphaerota archaeon,553,553,99%,0.0,68.06,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG06255.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""RLG06255.1"")"
tryptophan--tRNA ligase [Sulfurisphaera],Sulfurisphaera,556,556,98%,0.0,67.99,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010978108.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""WP_010978108.1"")"
tryptophan--tRNA ligase [Nitrososphaerota archaeon],Nitrososphaerota archaeon,548,548,98%,0.0,67.99,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL7389708.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""MCL7389708.1"")"
tryptophan--tRNA ligase [Thermoproteales archaeon],Thermoproteales archaeon,557,557,98%,0.0,67.90,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6562873.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""MCD6562873.1"")"
tryptophan--tRNA ligase [Nitrososphaerota archaeon],Nitrososphaerota archaeon,553,553,100%,0.0,67.89,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NHV99263.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""NHV99263.1"")"
tryptophan--tRNA ligase [Candidatus Brockarchaeota archaeon],Candidatus Brockarchaeota archaeon,550,550,100%,0.0,67.89,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO3753921.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""MBO3753921.1"")"
tryptophan--tRNA ligase [Candidatus Brockarchaeota archaeon],Candidatus Brockarchaeota archaeon,549,549,100%,0.0,67.89,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO3832103.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""MBO3832103.1"")"
TPA: tryptophan--tRNA ligase [Candidatus Caldarchaeum subterraneum],Candidatus Caldarchaeum subterraneum,550,550,97%,0.0,67.83,390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIQ29915.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""HIQ29915.1"")"
tryptophan--tRNA ligase [Sulfolobus acidocaldarius],Sulfolobus acidocaldarius,551,551,98%,0.0,67.82,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011277364.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""WP_011277364.1"")"
tryptophanyl-tRNA synthetase [Sulfolobus acidocaldarius SUSAZ],Sulfolobus acidocaldarius SUSAZ,550,550,98%,0.0,67.82,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AHC50937.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""AHC50937.1"")"
tryptophan--tRNA ligase [Candidatus Bathyarchaeota archaeon ex4484_40],Candidatus Bathyarchaeota archaeon ex4484_40,552,552,98%,0.0,67.81,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OYT44127.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""OYT44127.1"")"
tryptophan--tRNA ligase [Nitrososphaerota archaeon],Nitrososphaerota archaeon,551,551,99%,0.0,67.80,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6536866.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""MCD6536866.1"")"
tryptophan--tRNA ligase [Sulfolobus sp. E5-1-F],Sulfolobus sp. E5-1-F,560,560,98%,0.0,67.72,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153423722.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""WP_153423722.1"")"
tryptophan--tRNA ligase [Sulfolobus sp. E11-6],Sulfolobus sp. E11-6,558,558,98%,0.0,67.72,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153424687.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""WP_153424687.1"")"
tryptophan--tRNA ligase [Sulfolobus sp. S-194],Sulfolobus sp. S-194,553,553,98%,0.0,67.72,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIW23000.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""QIW23000.1"")"
tryptophan--tRNA ligase [Stygiolobus caldivivus],Stygiolobus caldivivus,548,548,98%,0.0,67.72,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_221287420.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""WP_221287420.1"")"
tryptophan--tRNA ligase [Candidatus Brockarchaeota archaeon],Candidatus Brockarchaeota archaeon,546,546,100%,0.0,67.62,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO3840864.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""MBO3840864.1"")"
tryptophan--tRNA ligase [Sulfolobales archaeon HS-7],Sulfolobales archaeon HS-7,551,551,96%,0.0,67.57,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BCU68415.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""BCU68415.1"")"
tryptophan--tRNA ligase [Nitrososphaerota archaeon],Nitrososphaerota archaeon,540,540,99%,0.0,67.54,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6341343.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""MCD6341343.1"")"
tryptophan--tRNA ligase [Candidatus Aenigmarchaeota archaeon],Candidatus Aenigmarchaeota archaeon,545,545,98%,0.0,67.46,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCS7093910.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""MCS7093910.1"")"
tryptophan--tRNA ligase [Sulfuracidifex tepidarius],Sulfuracidifex tepidarius,551,551,98%,0.0,67.37,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_149528567.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""WP_149528567.1"")"
tryptophan--tRNA ligase [Sulfolobus sp.],Sulfolobus sp.,545,545,98%,0.0,67.20,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCI4455139.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""MCI4455139.1"")"
tryptophan--tRNA ligase [Candidatus Aenigmarchaeota archaeon],Candidatus Aenigmarchaeota archaeon,538,538,96%,0.0,67.12,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4555613.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""MCK4555613.1"")"
tryptophan--tRNA ligase [Nitrososphaera sp.],Nitrososphaera sp.,541,541,97%,0.0,67.11,410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PMP95544.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""PMP95544.1"")"
Tryptophan--tRNA ligase [uncultured archaeon],uncultured archaeon,543,543,97%,0.0,66.85,377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VVB59577.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""VVB59577.1"")"
tryptophan--tRNA ligase [Candidatus Acidianus copahuensis],Candidatus Acidianus copahuensis,547,547,98%,0.0,66.84,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048100535.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""WP_048100535.1"")"
tryptophan--tRNA ligase [Conexivisphaera calida],Conexivisphaera calida,546,546,98%,0.0,66.84,410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_174447890.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""WP_174447890.1"")"
tryptophan--tRNA ligase [Metallosphaera tengchongensis],Metallosphaera tengchongensis,549,549,99%,0.0,66.75,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_174630018.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""WP_174630018.1"")"
TPA: tryptophan--tRNA ligase [Nitrososphaeria archaeon],Nitrososphaeria archaeon,540,540,98%,0.0,66.67,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDJ66712.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""HDJ66712.1"")"
tryptophan--tRNA ligase [Candidatus Brockarchaeota archaeon],Candidatus Brockarchaeota archaeon,542,542,100%,0.0,66.58,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO3797983.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""MBO3797983.1"")"
tryptophan--tRNA ligase [Acidianus manzaensis],Acidianus manzaensis,548,548,98%,0.0,66.58,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148691881.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""WP_148691881.1"")"
tryptophan--tRNA ligase [Sulfolobales archaeon],Sulfolobales archaeon,544,544,98%,0.0,66.58,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ4345451.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""MCQ4345451.1"")"
tryptophan--tRNA ligase [Sulfolobales archaeon],Sulfolobales archaeon,542,542,98%,0.0,66.58,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2871352.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""MCG2871352.1"")"
tryptophanyl-tRNA synthetase [uncultured archaeon],uncultured archaeon,537,537,97%,0.0,66.58,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCC55565.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""CCC55565.1"")"
tryptophan--tRNA ligase [Nitrososphaerota archaeon],Nitrososphaerota archaeon,544,544,98%,0.0,66.49,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6260664.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""MCD6260664.1"")"
tryptophan--tRNA ligase [Nitrososphaerota archaeon],Nitrososphaerota archaeon,538,538,98%,0.0,66.40,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG09453.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""RLG09453.1"")"
tryptophan--tRNA ligase [Sulfolobales archaeon],Sulfolobales archaeon,541,541,98%,0.0,66.40,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2888027.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""MCG2888027.1"")"
tryptophan--tRNA ligase [Sulfolobales archaeon],Sulfolobales archaeon,542,542,98%,0.0,66.31,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ4342272.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""MCQ4342272.1"")"
Tryptophan--tRNA ligase [uncultured archaeon],uncultured archaeon,536,536,97%,0.0,66.31,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/VVB98544.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""VVB98544.1"")"
tryptophan--tRNA ligase [Acidianus brierleyi],Acidianus brierleyi,551,551,99%,0.0,66.23,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110270460.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""WP_110270460.1"")"
tryptophan--tRNA ligase [Nitrososphaerota archaeon],Nitrososphaerota archaeon,541,541,98%,0.0,66.23,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG01060.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""RLG01060.1"")"
tryptophan--tRNA ligase [Metallosphaera hakonensis],Metallosphaera hakonensis,540,540,98%,0.0,66.22,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110369255.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""WP_110369255.1"")"
tryptophan--tRNA ligase [Sulfolobales archaeon],Sulfolobales archaeon,540,540,98%,0.0,66.13,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2910365.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""MCG2910365.1"")"
tryptophan--tRNA ligase [Sulfuracidifex metallicus],Sulfuracidifex metallicus,547,547,98%,0.0,65.78,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156016241.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""WP_156016241.1"")"
tryptophan--tRNA ligase [Candidatus Aenigmarchaeota archaeon],Candidatus Aenigmarchaeota archaeon,538,538,98%,0.0,65.70,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCC5994430.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""MCC5994430.1"")"
tryptophan--tRNA ligase [Metallosphaera],Metallosphaera,541,541,98%,0.0,65.69,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012022104.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""WP_012022104.1"")"
