Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
putative UV damage endonuclease [Methanomassiliicoccales archaeon PtaU1.Bin030],Methanomassiliicoccales archaeon PtaU1.Bin030,268,268,100%,6e-83,42.65,429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OPY30130.1?report=genbank&log$=prottop&blast_rank=16&RID=0VF2G3E9016"",""OPY30130.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,259,259,100%,3e-80,42.52,345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2540781.1?report=genbank&log$=prottop&blast_rank=17&RID=0VF2G3E9016"",""MCJ2540781.1"")"
endonuclease IV [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,277,277,100%,1e-87,42.31,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4337157.1?report=genbank&log$=prottop&blast_rank=18&RID=0VF2G3E9016"",""MCL4337157.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,268,268,99%,8e-84,42.31,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4342862.1?report=genbank&log$=prottop&blast_rank=19&RID=0VF2G3E9016"",""MCL4342862.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,267,267,99%,1e-83,42.31,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5799986.1?report=genbank&log$=prottop&blast_rank=20&RID=0VF2G3E9016"",""MCL5799986.1"")"
TIM barrel protein [Thermoplasmata archaeon],Thermoplasmata archaeon,264,264,100%,2e-82,42.23,345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCC92969.1?report=genbank&log$=prottop&blast_rank=21&RID=0VF2G3E9016"",""UCC92969.1"")"
TPA: TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,276,276,100%,2e-86,42.18,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHT76213.1?report=genbank&log$=prottop&blast_rank=22&RID=0VF2G3E9016"",""HHT76213.1"")"
TIM barrel protein [Thermoplasmata archaeon],Thermoplasmata archaeon,271,271,100%,3e-85,42.18,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5291947.1?report=genbank&log$=prottop&blast_rank=23&RID=0VF2G3E9016"",""MCK5291947.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,284,284,99%,3e-90,42.14,345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI4416844.1?report=genbank&log$=prottop&blast_rank=24&RID=0VF2G3E9016"",""MBI4416844.1"")"
TIM barrel protein [Methanomassiliicoccus sp.],Methanomassiliicoccus sp.,265,265,100%,7e-82,42.06,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLT37309.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""NLT37309.1"")"
TPA: AP endonuclease [Euryarchaeota archaeon],Euryarchaeota archaeon,267,267,100%,2e-83,41.94,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDP96183.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""HDP96183.1"")"
TIM barrel protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,257,257,100%,1e-79,41.89,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ5375537.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""MCQ5375537.1"")"
AP endonuclease [Candidatus Proteinoplasmatales archaeon SG8-5],Candidatus Proteinoplasmatales archaeon SG8-5,266,266,100%,2e-83,41.76,342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYK28652.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""KYK28652.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,270,270,100%,8e-85,41.72,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4327027.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""MCL4327027.1"")"
deoxyribonuclease IV [Thermoplasma sp. Kam2015],Thermoplasma sp. Kam2015,265,265,100%,6e-83,41.72,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110640119.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""WP_110640119.1"")"
deoxyribonuclease IV [Thermoplasma volcanium],Thermoplasma volcanium,263,263,100%,5e-82,41.72,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010916413.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""WP_010916413.1"")"
DUF5611 family protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,278,278,99%,9e-87,41.67,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4334949.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""MCL4334949.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,261,261,98%,8e-81,41.57,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5804826.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""MCL5804826.1"")"
AP endonuclease [Methanomassiliicoccus sp.],Methanomassiliicoccus sp.,258,258,100%,3e-79,41.30,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI0583062.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""MBI0583062.1"")"
TIM barrel protein [Thermoplasmata archaeon],Thermoplasmata archaeon,265,265,100%,3e-82,41.18,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5024869.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""MCK5024869.1"")"
TIM barrel protein [Thermoplasmata archaeon],Thermoplasmata archaeon,255,255,100%,6e-79,41.06,345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NIP36391.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""NIP36391.1"")"
endonuclease IV [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,273,273,100%,8e-86,41.00,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4328093.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""MCL4328093.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,271,271,100%,3e-84,41.00,414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4480081.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""MCL4480081.1"")"
TIM barrel protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,254,254,100%,2e-78,41.00,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7108071.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""MBC7108071.1"")"
TIM barrel protein [Acidiplasma aeolicum],Acidiplasma aeolicum,263,263,97%,7e-82,40.91,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054964273.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""WP_054964273.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,268,268,99%,4e-84,40.88,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4314348.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""MCL4314348.1"")"
hypothetical protein AMDU1_APLC00043G0023 [Thermoplasmatales archaeon A-plasma],Thermoplasmatales archaeon A-plasma,279,279,100%,3e-88,40.83,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB70957.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""EQB70957.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,278,278,100%,5e-88,40.83,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4336425.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""MCL4336425.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,270,270,100%,8e-85,40.83,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4421351.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""MCL4421351.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,268,268,100%,6e-84,40.83,354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5989900.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""MCL5989900.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,270,270,98%,1e-84,40.66,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5782814.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""MCL5782814.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,266,266,99%,3e-83,40.65,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCD92668.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""UCD92668.1"")"
endonuclease IV [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,265,265,100%,1e-82,40.64,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5437909.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""MCL5437909.1"")"
TIM barrel protein [Acidiplasma],Acidiplasma,261,261,97%,2e-81,40.61,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048101782.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""WP_048101782.1"")"
hypothetical protein AMDU2_EPLC00006G0423 [Thermoplasmatales archaeon E-plasma],Thermoplasmatales archaeon E-plasma,256,256,97%,3e-79,40.61,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB66866.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""EQB66866.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,278,278,100%,9e-88,40.53,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4307717.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""MCL4307717.1"")"
TIM barrel protein [Thermoplasma sp.],Thermoplasma sp.,258,258,100%,5e-80,40.53,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA8922327.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""KAA8922327.1"")"
AP endonuclease [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,264,264,99%,3e-82,40.36,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TET91110.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""TET91110.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,261,261,99%,4e-81,40.36,345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI5001105.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""MBI5001105.1"")"
endonuclease IV [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,253,253,97%,3e-78,40.30,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5788068.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""MCL5788068.1"")"
deoxyribonuclease IV [Thermoplasma acidophilum],Thermoplasma acidophilum,257,257,100%,1e-79,40.24,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010900523.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""WP_010900523.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,263,263,100%,8e-82,40.12,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLI74441.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""NLI74441.1"")"
TIM barrel protein [Methanomassiliicoccaceae archaeon],Methanomassiliicoccaceae archaeon,255,255,100%,9e-79,40.12,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL2890887.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""MCL2890887.1"")"
AP endonuclease [Euryarchaeota archaeon RBG_16_68_13],Euryarchaeota archaeon RBG_16_68_13,265,265,99%,8e-83,40.06,347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS48461.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""OGS48461.1"")"
DUF5611 family protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,265,265,98%,2e-81,40.00,442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5440193.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""MCL5440193.1"")"
hypothetical protein GCM10007108_01870 [Thermogymnomonas acidicola],Thermogymnomonas acidicola,265,265,100%,6e-83,39.94,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GGM67432.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""GGM67432.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,259,259,99%,2e-80,39.88,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4329501.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""MCL4329501.1"")"
endonuclease IV [uncultured archaeon],uncultured archaeon,258,258,99%,4e-80,39.88,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AKA47864.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""AKA47864.1"")"
endonuclease IV [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,259,259,100%,1e-80,39.82,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5441912.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""MCL5441912.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,259,259,100%,2e-80,39.82,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5668232.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""MCL5668232.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,258,258,100%,4e-80,39.82,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5678627.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""MCL5678627.1"")"
TPA: TIM barrel protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,254,254,100%,2e-78,39.82,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIH76341.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""HIH76341.1"")"
TIM barrel protein [Methanomassiliicoccaceae archaeon],Methanomassiliicoccaceae archaeon,253,253,98%,2e-78,39.82,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL2711747.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""MCL2711747.1"")"
hypothetical protein AMDU4_FER2C00184G0011 [Ferroplasma sp. Type II],Ferroplasma sp. Type II,255,255,98%,7e-79,39.76,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB71538.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""EQB71538.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,254,254,98%,7e-79,39.76,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4311759.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""MCL4311759.1"")"
TIM barrel protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,255,255,98%,1e-78,39.58,353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE74740.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""UCE74740.1"")"
Endonuclease IV [Thermoplasmatales archaeon],Thermoplasmatales archaeon,257,257,100%,7e-80,39.35,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRF75948.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""QRF75948.1"")"
TIM barrel protein [Picrophilus torridus],Picrophilus torridus,256,256,100%,2e-79,39.23,336,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011177417.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""WP_011177417.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,266,266,99%,6e-83,39.05,353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ98544.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""TLZ98544.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,265,265,99%,8e-83,39.05,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ93832.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""TLZ93832.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,265,265,99%,2e-82,39.05,353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ90520.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""TLZ90520.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,261,261,99%,2e-81,39.05,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ87358.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""TLZ87358.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,261,261,99%,4e-81,39.05,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ68541.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""TLZ68541.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,261,261,99%,4e-81,39.05,353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ75611.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""TLZ75611.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,260,260,99%,9e-81,39.05,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ83851.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""TLZ83851.1"")"
endonuclease IV [Thermoplasmatales archaeon B_DKE],Thermoplasmatales archaeon B_DKE,258,258,100%,7e-80,39.05,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OWP57334.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""OWP57334.1"")"
AP endonuclease [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,256,256,100%,2e-79,39.05,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL6003218.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""MCL6003218.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,257,257,100%,1e-79,39.00,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2562993.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""MCJ2562993.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,258,258,98%,6e-80,38.99,362,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA04408.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""TMA04408.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,259,259,98%,3e-79,38.99,436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ46425.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""TLZ46425.1"")"
TIM barrel protein [Cuniculiplasma divulgatum],Cuniculiplasma divulgatum,254,254,97%,2e-78,38.99,345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_021790419.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""WP_021790419.1"")"
TIM barrel protein [Thermoplasmata archaeon],Thermoplasmata archaeon,258,258,100%,4e-80,38.94,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4454925.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""MCK4454925.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,261,261,99%,3e-81,38.76,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ81766.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""TLZ81766.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,258,258,99%,9e-80,38.76,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ90861.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""TLZ90861.1"")"
TIM barrel protein [Euryarchaeota archaeon],Euryarchaeota archaeon,257,257,99%,1e-79,38.76,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ80442.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""TLZ80442.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,254,254,97%,2e-78,38.69,345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4322872.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""MCL4322872.1"")"
TIM barrel protein [Thermoplasmata archaeon],Thermoplasmata archaeon,258,258,100%,5e-80,38.64,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4367683.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""MCK4367683.1"")"
TIM barrel protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,255,255,97%,4e-79,38.48,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4349886.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""MCL4349886.1"")"
