Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,160,160,98%,1e-45,43.52,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6371078.1?report=genbank&log$=prottop&blast_rank=15&RID=0VF2G3E9016"",""MCD6371078.1"")"
TPA: hypothetical protein [Aciduliprofundum boonei],Aciduliprofundum boonei,159,159,98%,1e-45,43.52,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHE75753.1?report=genbank&log$=prottop&blast_rank=16&RID=0VF2G3E9016"",""HHE75753.1"")"
hypothetical protein DRN25_03500 [Thermoplasmata archaeon],Thermoplasmata archaeon,124,124,96%,1e-31,43.00,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF59897.1?report=genbank&log$=prottop&blast_rank=17&RID=0VF2G3E9016"",""RLF59897.1"")"
TPA: hypothetical protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,129,129,96%,9e-34,42.93,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDI23708.1?report=genbank&log$=prottop&blast_rank=18&RID=0VF2G3E9016"",""HDI23708.1"")"
hypothetical protein JSV56_02970 [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,146,146,95%,2e-40,42.63,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE74677.1?report=genbank&log$=prottop&blast_rank=19&RID=0VF2G3E9016"",""UCE74677.1"")"
hypothetical protein DRN18_03400 [Thermoplasmata archaeon],Thermoplasmata archaeon,122,122,96%,4e-31,42.50,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF41730.1?report=genbank&log$=prottop&blast_rank=20&RID=0VF2G3E9016"",""RLF41730.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,115,115,76%,4e-28,42.48,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6468237.1?report=genbank&log$=prottop&blast_rank=21&RID=0VF2G3E9016"",""MCD6468237.1"")"
hypothetical protein DRN01_02180 [Thermoplasmata archaeon],Thermoplasmata archaeon,115,115,76%,4e-28,42.48,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF27535.1?report=genbank&log$=prottop&blast_rank=22&RID=0VF2G3E9016"",""RLF27535.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,112,112,75%,3e-27,42.28,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4334278.1?report=genbank&log$=prottop&blast_rank=23&RID=0VF2G3E9016"",""MCL4334278.1"")"
hypothetical protein [Euryarchaeota archaeon],Euryarchaeota archaeon,120,120,95%,3e-30,41.88,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCE5260434.1?report=genbank&log$=prottop&blast_rank=24&RID=0VF2G3E9016"",""MCE5260434.1"")"
hypothetical protein JSV09_10535 [Thermoplasmata archaeon],Thermoplasmata archaeon,142,142,95%,2e-38,41.58,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCG68248.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""UCG68248.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,113,113,75%,1e-27,41.45,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6237156.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""MCD6237156.1"")"
hypothetical protein DRP28_06595 [Thermodesulfobacteriota bacteirum],Thermodesulfobacteriota bacteirum,130,130,84%,5e-34,41.38,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RKX57548.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""RKX57548.1"")"
hypothetical protein FE042_00950 [Thermoplasmata archaeon],Thermoplasmata archaeon,129,129,84%,8e-34,41.38,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0008783.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""KAA0008783.1"")"
hypothetical protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,118,118,95%,2e-29,41.36,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBP8685325.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""MBP8685325.1"")"
hypothetical protein AOA80_06400 [Methanomassiliicoccales archaeon RumEn M1],Methanomassiliicoccales archaeon RumEn M1,117,117,76%,3e-29,41.33,196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KQM11668.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""KQM11668.1"")"
hypothetical protein JSW00_04860 [Thermoplasmata archaeon],Thermoplasmata archaeon,139,139,95%,1e-37,41.27,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE38562.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""UCE38562.1"")"
hypothetical protein [Euryarchaeota archaeon],Euryarchaeota archaeon,150,150,98%,3e-42,41.24,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NPA76027.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""NPA76027.1"")"
TPA: hypothetical protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,119,119,94%,8e-30,41.05,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDO69519.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""HDO69519.1"")"
TPA: hypothetical protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,120,120,89%,2e-30,40.88,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEC81504.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""HEC81504.1"")"
hypothetical protein DRN19_02030 [Thermoplasmata archaeon],Thermoplasmata archaeon,128,128,84%,3e-33,40.80,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF51874.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""RLF51874.1"")"
hypothetical protein FE037_00995 [Thermoplasmata archaeon],Thermoplasmata archaeon,131,131,94%,1e-34,40.53,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0017354.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""KAA0017354.1"")"
hypothetical protein FE042_05410 [Thermoplasmata archaeon],Thermoplasmata archaeon,131,131,94%,2e-34,40.53,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0006612.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""KAA0006612.1"")"
TPA: hypothetical protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,121,121,94%,1e-30,40.31,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEB37395.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""HEB37395.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,119,119,83%,1e-29,40.12,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4315217.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""MCL4315217.1"")"
hypothetical protein [Euryarchaeota archaeon],Euryarchaeota archaeon,110,110,76%,3e-26,40.00,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLI73361.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""NLI73361.1"")"
hypothetical protein DRN09_00125 [Thermoplasmata archaeon],Thermoplasmata archaeon,119,119,94%,2e-29,39.79,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF46534.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""RLF46534.1"")"
hypothetical protein IX51_08185 [uncultured archaeon],uncultured archaeon,119,119,95%,9e-30,39.57,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AKA49084.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""AKA49084.1"")"
hypothetical protein E3J35_01455 [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,121,121,83%,9e-31,39.53,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TET91728.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""TET91728.1"")"
TPA: hypothetical protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,124,124,95%,2e-31,38.89,199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDO19533.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""HDO19533.1"")"
hypothetical protein E6K15_03145 [Euryarchaeota archaeon],Euryarchaeota archaeon,112,112,89%,6e-27,38.89,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ57352.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""TLZ57352.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,117,117,94%,9e-29,38.83,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5039076.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""MCK5039076.1"")"
hypothetical protein E6J93_06020 [Euryarchaeota archaeon],Euryarchaeota archaeon,112,112,94%,6e-27,38.83,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA04800.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""TMA04800.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,119,119,90%,5e-30,38.55,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2519977.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""MCJ2519977.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,122,122,93%,5e-31,38.50,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4367438.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""MCK4367438.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,122,122,93%,5e-31,38.50,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4455401.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""MCK4455401.1"")"
hypothetical protein [Euryarchaeota archaeon],Euryarchaeota archaeon,118,118,95%,3e-29,38.34,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLK25142.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""NLK25142.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,125,125,88%,4e-32,38.29,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0517735.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""MBE0517735.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,113,113,85%,2e-27,38.24,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5290860.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""MCK5290860.1"")"
hypothetical protein [Methanomassiliicoccus luminyensis],Methanomassiliicoccus luminyensis,121,121,96%,1e-30,38.22,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019176930.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""WP_019176930.1"")"
hypothetical protein E6K02_03020 [Euryarchaeota archaeon],Euryarchaeota archaeon,112,112,94%,7e-27,38.10,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ87679.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""TLZ87679.1"")"
hypothetical protein JSV43_03255 [Euryarchaeota archaeon],Euryarchaeota archaeon,119,119,92%,8e-30,38.04,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCD92946.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""UCD92946.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,122,122,93%,6e-31,37.97,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2511826.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""MCJ2511826.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,122,122,93%,6e-31,37.97,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4949229.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""MCK4949229.1"")"
hypothetical protein E6K03_08405 [Euryarchaeota archaeon],Euryarchaeota archaeon,114,114,94%,9e-28,37.77,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ82108.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""TLZ82108.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,124,124,88%,6e-32,37.71,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU1157891.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""MBU1157891.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,123,123,88%,2e-31,37.71,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7561545.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""MCJ7561545.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,122,122,95%,7e-31,37.70,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5562294.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""MCK5562294.1"")"
hypothetical protein AMDU3_IPLC00004G0402 [Thermoplasmatales archaeon I-plasma],Thermoplasmatales archaeon I-plasma,113,113,95%,3e-27,37.57,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB64824.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""EQB64824.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,112,112,95%,3e-27,37.57,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4450253.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""MCL4450253.1"")"
hypothetical protein [Euryarchaeota archaeon],Euryarchaeota archaeon,120,120,95%,2e-30,37.50,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI5000477.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""MBI5000477.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,111,111,93%,9e-27,37.43,196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2555307.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""MCJ2555307.1"")"
TPA: hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,122,122,94%,7e-31,37.23,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HII40751.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""HII40751.1"")"
hypothetical protein E6K14_04035 [Euryarchaeota archaeon],Euryarchaeota archaeon,115,115,94%,2e-28,37.23,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ74021.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""TLZ74021.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,111,111,94%,7e-27,37.23,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5930450.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""MCL5930450.1"")"
hypothetical protein A4E30_00641 [Methanomassiliicoccales archaeon PtaB.Bin215],Methanomassiliicoccales archaeon PtaB.Bin215,115,115,95%,3e-28,37.04,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OPX63402.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""OPX63402.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,127,127,94%,5e-33,36.90,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7464888.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""MCJ7464888.1"")"
hypothetical protein A3K76_04395 [Euryarchaeota archaeon RBG_13_57_23],Euryarchaeota archaeon RBG_13_57_23,127,127,94%,8e-33,36.90,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS43663.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""OGS43663.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,125,125,94%,2e-32,36.90,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU0685421.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""MBU0685421.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,112,112,98%,6e-27,36.73,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL6090592.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""MCL6090592.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,116,116,94%,7e-29,36.56,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4718738.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""MCK4718738.1"")"
hypothetical protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,112,112,84%,7e-27,36.53,193,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7107635.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""MBC7107635.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,117,117,95%,5e-29,36.51,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4457583.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""MCK4457583.1"")"
hypothetical protein A3K68_07195 [Euryarchaeota archaeon RBG_16_68_13],Euryarchaeota archaeon RBG_16_68_13,111,111,92%,8e-27,36.41,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS48894.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""OGS48894.1"")"
hypothetical protein E6K12_04795 [Euryarchaeota archaeon],Euryarchaeota archaeon,112,112,93%,6e-27,36.17,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ67108.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""TLZ67108.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,116,116,96%,1e-28,36.13,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2555825.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""MCJ2555825.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,110,110,92%,2e-26,36.07,193,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4452390.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""MCL4452390.1"")"
hypothetical protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,110,110,92%,3e-26,36.07,193,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU0861768.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""MCU0861768.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,114,114,95%,7e-28,35.98,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2563553.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""MCJ2563553.1"")"
hypothetical protein E6K09_00530 [Euryarchaeota archaeon],Euryarchaeota archaeon,110,110,93%,2e-26,35.83,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ69414.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""TLZ69414.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,112,112,98%,3e-27,35.71,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4336747.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""MCL4336747.1"")"
hypothetical protein [Euryarchaeota archaeon],Euryarchaeota archaeon,110,110,95%,2e-26,35.57,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCE5296854.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""MCE5296854.1"")"
hypothetical protein A3K67_02015 [Euryarchaeota archaeon RBG_16_62_10],Euryarchaeota archaeon RBG_16_62_10,135,135,94%,3e-36,35.29,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS42442.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""OGS42442.1"")"
TPA: hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,122,122,94%,4e-31,35.29,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIH01098.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""HIH01098.1"")"
hypothetical protein JSV94_00920 [Euryarchaeota archaeon],Euryarchaeota archaeon,119,119,94%,8e-30,35.29,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE81029.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""UCE81029.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,111,111,90%,1e-26,35.23,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4342605.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""MCL4342605.1"")"
hypothetical protein DRN20_05190 [Thermoplasmata archaeon],Thermoplasmata archaeon,126,126,94%,1e-32,35.11,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF48007.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""RLF48007.1"")"
hypothetical protein A3K66_02620 [Euryarchaeota archaeon RBG_16_67_27],Euryarchaeota archaeon RBG_16_67_27,116,116,92%,1e-28,34.97,196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS46203.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""OGS46203.1"")"
hypothetical protein A3K59_07890 [Euryarchaeota archaeon RBG_19FT_COMBO_69_17],Euryarchaeota archaeon RBG_19FT_COMBO_69_17,117,117,95%,4e-29,34.39,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS59855.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""OGS59855.1"")"
