Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
TIGR00296 family protein [archaeon],archaeon,207,207,96%,5e-64,55.33,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP8316694.1?report=genbank&log$=prottop&blast_rank=11&RID=0VF2G3E9016"",""MCP8316694.1"")"
TIGR00296 family protein [archaeon],archaeon,206,206,96%,8e-64,54.82,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP8314761.1?report=genbank&log$=prottop&blast_rank=12&RID=0VF2G3E9016"",""MCP8314761.1"")"
TIGR00296 family protein [Candidatus Aenigmarchaeota archaeon],Candidatus Aenigmarchaeota archaeon,218,218,95%,2e-68,54.69,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6496320.1?report=genbank&log$=prottop&blast_rank=13&RID=0VF2G3E9016"",""MCD6496320.1"")"
TIGR00296 family protein [Planctomycetota bacterium],Planctomycetota bacterium,213,213,98%,1e-66,54.63,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RKY21032.1?report=genbank&log$=prottop&blast_rank=14&RID=0VF2G3E9016"",""RKY21032.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,212,212,97%,5e-66,54.50,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS7659131.1?report=genbank&log$=prottop&blast_rank=15&RID=0VF2G3E9016"",""MBS7659131.1"")"
TIGR00296 family protein [archaeon],archaeon,206,206,97%,8e-64,54.50,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP8322362.1?report=genbank&log$=prottop&blast_rank=16&RID=0VF2G3E9016"",""MCP8322362.1"")"
TIGR00296 family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,209,209,98%,4e-65,54.31,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6275413.1?report=genbank&log$=prottop&blast_rank=17&RID=0VF2G3E9016"",""MCD6275413.1"")"
TIGR00296 family protein [Candidatus Aenigmarchaeota archaeon],Candidatus Aenigmarchaeota archaeon,215,215,95%,3e-67,54.17,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLJ08490.1?report=genbank&log$=prottop&blast_rank=18&RID=0VF2G3E9016"",""RLJ08490.1"")"
TIGR00296 family protein [Euryarchaeota archaeon],Euryarchaeota archaeon,206,206,99%,1e-63,54.00,199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NPA74996.1?report=genbank&log$=prottop&blast_rank=19&RID=0VF2G3E9016"",""NPA74996.1"")"
TIGR00296 family protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,205,205,94%,2e-63,53.97,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4332165.1?report=genbank&log$=prottop&blast_rank=20&RID=0VF2G3E9016"",""MCK4332165.1"")"
TIGR00296 family protein [Methanocaldococcus bathoardescens],Methanocaldococcus bathoardescens,211,211,97%,8e-66,53.85,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048202070.1?report=genbank&log$=prottop&blast_rank=21&RID=0VF2G3E9016"",""WP_048202070.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,204,204,98%,5e-63,53.73,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLI29013.1?report=genbank&log$=prottop&blast_rank=22&RID=0VF2G3E9016"",""RLI29013.1"")"
TIGR00296 family protein [Candidatus Aenigmarchaeota archaeon],Candidatus Aenigmarchaeota archaeon,214,214,95%,9e-67,53.65,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLJ04256.1?report=genbank&log$=prottop&blast_rank=23&RID=0VF2G3E9016"",""RLJ04256.1"")"
TIGR00296 family protein [Methanocaldococcus fervens],Methanocaldococcus fervens,216,216,97%,1e-67,53.33,199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015791720.1?report=genbank&log$=prottop&blast_rank=24&RID=0VF2G3E9016"",""WP_015791720.1"")"
TIGR00296 family protein [Methanocaldococcus sp. FS406-22],Methanocaldococcus sp. FS406-22,213,213,97%,2e-66,53.33,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012980937.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""WP_012980937.1"")"
TIGR00296 family protein [Methanocaldococcus jannaschii],Methanocaldococcus jannaschii,212,212,97%,3e-66,53.33,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_064496635.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""WP_064496635.1"")"
conserved hypothetical protein [Methanocaldococcus jannaschii DSM 2661],Methanocaldococcus jannaschii DSM 2661,213,213,97%,5e-66,53.33,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAB98809.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""AAB98809.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,207,207,97%,7e-64,53.27,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLI42226.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""RLI42226.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,204,204,98%,4e-63,53.23,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS7624137.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""MBS7624137.1"")"
TIGR00296 family protein [Candidatus Lokiarchaeota archaeon],Candidatus Lokiarchaeota archaeon,204,204,98%,5e-63,53.23,211,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TFG05539.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""TFG05539.1"")"
TPA: TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,203,203,98%,2e-62,53.23,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDI07862.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""HDI07862.1"")"
TIGR00296 family protein [Candidatus Aenigmarchaeota archaeon],Candidatus Aenigmarchaeota archaeon,211,211,95%,7e-66,53.12,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLJ08427.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""RLJ08427.1"")"
TIGR00296 family protein [Candidatus Nezhaarchaeota archaeon WYZ-LMO8],Candidatus Nezhaarchaeota archaeon WYZ-LMO8,209,209,95%,7e-65,53.09,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TDA35777.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""TDA35777.1"")"
"uncharacterized protein, PH0010 family [Aciduliprofundum sp. MAR08-339]",Aciduliprofundum sp. MAR08-339,206,206,98%,6e-64,53.03,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AGB04927.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""AGB04927.1"")"
TIGR00296 family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,202,202,95%,3e-62,52.88,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6573960.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""MCD6573960.1"")"
TIGR00296 family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,202,202,95%,4e-62,52.88,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0003711.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""KAA0003711.1"")"
TIGR00296 family protein [Methanocaldococcus vulcanius],Methanocaldococcus vulcanius,212,212,97%,6e-66,52.82,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012819500.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""WP_012819500.1"")"
TIGR00296 family protein [Methanocaldococcus infernus],Methanocaldococcus infernus,202,202,97%,2e-62,52.82,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013100208.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""WP_013100208.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,204,204,97%,5e-63,52.76,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6431231.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""MCD6431231.1"")"
TIGR00296 family protein [archaeon],archaeon,204,204,97%,7e-63,52.76,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP8305043.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""MCP8305043.1"")"
TIGR00296 family protein [Candidatus Methylarchaceae archaeon HK01M],Candidatus Methylarchaceae archaeon HK01M,203,203,97%,2e-62,52.76,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP8310896.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""MCP8310896.1"")"
TIGR00296 family protein [Candidatus Verstraetearchaeota archaeon],Candidatus Verstraetearchaeota archaeon,204,204,97%,9e-63,52.71,211,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLE55674.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""RLE55674.1"")"
TIGR00296 family protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,214,214,97%,7e-67,52.55,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2827114.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""MCG2827114.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,208,208,97%,2e-64,52.50,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCS7096016.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""MCS7096016.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,205,205,97%,4e-63,52.50,206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG92433.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""RLG92433.1"")"
TIGR00296 family protein [archaeon],archaeon,208,208,98%,2e-64,52.48,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG63134.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""RLG63134.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,207,207,99%,4e-64,52.45,211,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6240500.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""MCD6240500.1"")"
TPA: TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,205,205,99%,3e-63,52.45,211,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDI11980.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""HDI11980.1"")"
TIGR00296 family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,203,203,94%,1e-62,52.38,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6171791.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""MCD6171791.1"")"
TPA: TIGR00296 family protein [Candidatus Nanopusillus sp.],Candidatus Nanopusillus sp.,207,207,96%,2e-64,52.31,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIP66940.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""HIP66940.1"")"
TPA: TIGR00296 family protein [Candidatus Nanopusillus sp.],Candidatus Nanopusillus sp.,207,207,96%,3e-64,52.31,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIP90430.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""HIP90430.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,208,208,97%,6e-64,52.26,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0511500.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""MBE0511500.1"")"
TIGR00296 family protein [Candidatus Verstraetearchaeota archaeon],Candidatus Verstraetearchaeota archaeon,209,209,100%,6e-65,52.22,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NHW44588.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""NHW44588.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,205,205,97%,3e-63,52.00,206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCS7125132.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""MCS7125132.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,202,202,97%,2e-62,52.00,206,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS7647286.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""MBS7647286.1"")"
TIGR00296 family protein [Methanocaldococcus villosus],Methanocaldococcus villosus,207,207,97%,2e-64,51.79,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_004590548.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""WP_004590548.1"")"
TIGR00296 family protein [Methanofervidicoccus abyssi],Methanofervidicoccus abyssi,206,206,97%,1e-63,51.79,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_131007284.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""WP_131007284.1"")"
TIGR00296 family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,202,202,98%,3e-62,51.78,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6275750.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""MCD6275750.1"")"
TIGR00296 family protein [Candidatus Verstraetearchaeota archaeon],Candidatus Verstraetearchaeota archaeon,208,208,100%,1e-64,51.72,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCC6043063.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""MCC6043063.1"")"
TIGR00296 family protein [Thermococci archaeon],Thermococci archaeon,205,205,98%,2e-63,51.72,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF83061.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""RLF83061.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,203,203,99%,1e-62,51.72,210,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS7645902.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""MBS7645902.1"")"
AMMECR1 domain-containing protein [Candidatus Bathyarchaeota archaeon RBG_16_57_9],Candidatus Bathyarchaeota archaeon RBG_16_57_9,204,204,96%,9e-63,51.55,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGD47996.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""OGD47996.1"")"
TIGR00296 family protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,211,211,97%,1e-65,51.53,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2825766.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""MCG2825766.1"")"
TPA: TIGR00296 family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,210,210,97%,3e-65,51.53,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HID72087.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""HID72087.1"")"
TIGR00296 family protein [Methanotorris igneus],Methanotorris igneus,209,209,96%,5e-65,51.30,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013798717.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""WP_013798717.1"")"
TIGR00296 family protein [Candidatus Aenigmarchaeota archaeon],Candidatus Aenigmarchaeota archaeon,202,202,95%,2e-62,51.30,196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NIO22846.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""NIO22846.1"")"
TIGR00296 family protein [Methanocaldococcus lauensis],Methanocaldococcus lauensis,205,205,97%,2e-63,51.28,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_214399553.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""WP_214399553.1"")"
TPA: TIGR00296 family protein [Candidatus Micrarchaeota archaeon],Candidatus Micrarchaeota archaeon,209,209,98%,6e-65,51.26,199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HID09111.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""HID09111.1"")"
TIGR00296 family protein [Thermococci archaeon],Thermococci archaeon,202,202,98%,4e-62,51.23,205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF76753.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""RLF76753.1"")"
AMMECR1 domain-containing protein [Euryarchaeota archaeon RBG_13_57_23],Euryarchaeota archaeon RBG_13_57_23,203,203,96%,2e-62,51.03,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS43338.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""OGS43338.1"")"
TPA: TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,203,203,97%,1e-62,51.00,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDN63183.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""HDN63183.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon A05DMB-5],Candidatus Bathyarchaeota archaeon A05DMB-5,202,202,97%,3e-62,51.00,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBX5327855.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""MBX5327855.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,202,202,97%,4e-62,51.00,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RJS83409.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""RJS83409.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,206,206,98%,2e-63,50.99,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7770441.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""MCJ7770441.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,205,205,99%,4e-63,50.98,210,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4474723.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""MCK4474723.1"")"
TIGR00296 family protein [Candidatus Odinarchaeota archaeon],Candidatus Odinarchaeota archaeon,210,210,99%,3e-65,50.97,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6164808.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""MCD6164808.1"")"
AMMECR1 domain-containing protein [Thermofilum sp. ex4484_82],Thermofilum sp. ex4484_82,209,209,99%,5e-65,50.97,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OYT29306.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""OYT29306.1"")"
TIGR00296 family protein [Methanothermococcus sp. SCGC AD-155-C09],Methanothermococcus sp. SCGC AD-155-C09,209,209,97%,5e-65,50.77,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW9222584.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""MBW9222584.1"")"
TIGR00296 family protein [Methanocaldococcus sp.],Methanocaldococcus sp.,206,206,97%,2e-63,50.77,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ6254072.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""MCQ6254072.1"")"
Protein MLASG1_v1_0568 [Methanocaldococcus lauensis],Methanocaldococcus lauensis,204,204,97%,8e-63,50.77,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAB3288247.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""CAB3288247.1"")"
TIGR00296 family protein [Methanothermococcus sp. SCGC AD-155-E23],Methanothermococcus sp. SCGC AD-155-E23,203,203,97%,1e-62,50.77,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW9223129.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""MBW9223129.1"")"
TPA: TIGR00296 family protein [Methanothermococcus okinawensis],Methanothermococcus okinawensis,202,202,97%,3e-62,50.77,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIP15955.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""HIP15955.1"")"
TIGR00296 family protein [Candidatus Nezhaarchaeota archaeon],Candidatus Nezhaarchaeota archaeon,208,208,98%,2e-64,50.75,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCS7140348.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""MCS7140348.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,203,203,98%,3e-62,50.75,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCS7113211.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""MCS7113211.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,202,202,98%,4e-62,50.75,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS7616599.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""MBS7616599.1"")"
TIGR00296 family protein [Euryarchaeota archaeon CG_4_9_14_3_um_filter_38_12],Euryarchaeota archaeon CG_4_9_14_3_um_filter_38_12,205,205,94%,2e-63,50.53,190,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PJB21899.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""PJB21899.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,206,206,98%,2e-63,50.50,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLI44433.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""RLI44433.1"")"
TIGR00296 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,203,203,98%,2e-62,50.50,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7762641.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""MCJ7762641.1"")"
TIGR00296 family protein [Methanofervidicoccus sp. A16],Methanofervidicoccus sp. A16,204,204,96%,4e-63,50.26,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_253254770.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""WP_253254770.1"")"
AMMECR1 domain-containing protein [Methanofervidicoccus sp. A16],Methanofervidicoccus sp. A16,204,204,96%,5e-63,50.26,205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AXI25884.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""AXI25884.1"")"
TIGR00296 family protein [Methanothermococcus okinawensis],Methanothermococcus okinawensis,213,213,97%,1e-66,50.26,205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013867290.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""WP_013867290.1"")"
