Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,203,203,99%,3e-63,53.93,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NPA75352.1?report=genbank&log$=prottop&blast_rank=11&RID=0VF2G3E9016"",""NPA75352.1"")"
putative sugar phosphate isomerase involved in capsule formation [Aciduliprofundum sp. MAR08-339],Aciduliprofundum sp. MAR08-339,207,207,99%,7e-65,53.37,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AGB04285.1?report=genbank&log$=prottop&blast_rank=12&RID=0VF2G3E9016"",""AGB04285.1"")"
hypothetical protein AMDU3_IPLC00004G0255 [Thermoplasmatales archaeon I-plasma],Thermoplasmatales archaeon I-plasma,184,184,90%,8e-56,52.17,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB64677.1?report=genbank&log$=prottop&blast_rank=13&RID=0VF2G3E9016"",""EQB64677.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,182,182,90%,3e-55,51.55,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5930516.1?report=genbank&log$=prottop&blast_rank=14&RID=0VF2G3E9016"",""MCL5930516.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,167,167,91%,2e-49,51.20,168,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCG71110.1?report=genbank&log$=prottop&blast_rank=15&RID=0VF2G3E9016"",""UCG71110.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,181,181,90%,2e-54,50.93,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4450644.1?report=genbank&log$=prottop&blast_rank=16&RID=0VF2G3E9016"",""MCL4450644.1"")"
SIS domain-containing protein [Methanomassiliicoccus sp.],Methanomassiliicoccus sp.,160,160,84%,9e-47,50.65,155,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TFG67923.1?report=genbank&log$=prottop&blast_rank=17&RID=0VF2G3E9016"",""TFG67923.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,184,184,97%,1e-55,50.57,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5873983.1?report=genbank&log$=prottop&blast_rank=18&RID=0VF2G3E9016"",""MCL5873983.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,187,187,97%,4e-57,50.00,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5408380.1?report=genbank&log$=prottop&blast_rank=19&RID=0VF2G3E9016"",""MCL5408380.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,166,166,98%,1e-48,49.44,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5038074.1?report=genbank&log$=prottop&blast_rank=20&RID=0VF2G3E9016"",""MCK5038074.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,178,178,97%,3e-53,49.43,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4333207.1?report=genbank&log$=prottop&blast_rank=21&RID=0VF2G3E9016"",""MCL4333207.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,160,160,82%,1e-46,49.33,150,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ58466.1?report=genbank&log$=prottop&blast_rank=22&RID=0VF2G3E9016"",""TLZ58466.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,172,172,97%,4e-51,49.15,183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2511808.1?report=genbank&log$=prottop&blast_rank=23&RID=0VF2G3E9016"",""MCJ2511808.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,161,161,84%,6e-47,49.03,155,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ83579.1?report=genbank&log$=prottop&blast_rank=24&RID=0VF2G3E9016"",""TLZ83579.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,180,180,99%,5e-54,48.88,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4325684.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""MCL4325684.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,184,184,97%,1e-55,48.85,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4412599.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""MCL4412599.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,171,171,96%,2e-50,48.85,183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4367684.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""MCK4367684.1"")"
3-hexulose-6-phosphate isomerase [Methanomassiliicoccales archaeon PtaU1.Bin124],Methanomassiliicoccales archaeon PtaU1.Bin124,168,168,98%,2e-49,48.63,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OPY31273.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""OPY31273.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,166,166,100%,2e-48,48.63,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCF08588.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""UCF08588.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,181,181,97%,2e-54,48.28,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4447593.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""MCL4447593.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,160,160,88%,3e-46,48.12,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE90918.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""UCE90918.1"")"
SIS domain-containing protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,164,164,98%,1e-47,48.04,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLH75195.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""QLH75195.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,171,171,97%,2e-50,48.02,183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2562994.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""MCJ2562994.1"")"
SIS domain-containing protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,165,165,98%,4e-48,47.75,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU0861289.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""MCU0861289.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,167,167,96%,5e-49,47.70,183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2555690.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""MCJ2555690.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,165,165,91%,2e-48,47.27,168,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ80470.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""TLZ80470.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,167,167,98%,3e-49,47.19,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE80890.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""UCE80890.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,164,164,98%,4e-48,47.19,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2533164.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""MCJ2533164.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,164,164,98%,4e-48,47.19,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0519156.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""MBE0519156.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,164,164,98%,6e-48,47.19,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU1159450.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""MBU1159450.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,169,169,100%,5e-50,46.96,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE36292.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""UCE36292.1"")"
TPA: SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,163,163,89%,2e-47,46.91,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HJH56645.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""HJH56645.1"")"
hypothetical protein DRN20_03635 [Thermoplasmata archaeon],Thermoplasmata archaeon,171,171,97%,9e-51,46.89,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF48851.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""RLF48851.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,164,164,91%,4e-48,46.67,165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ82950.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""TLZ82950.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,168,168,95%,2e-49,46.63,173,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ74008.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""TLZ74008.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,168,168,95%,2e-48,46.63,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ67360.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""TLZ67360.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,161,161,98%,1e-46,46.63,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7490453.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""MCJ7490453.1"")"
6-phospho-3-hexuloisomerase [Thermoplasmata archaeon],Thermoplasmata archaeon,164,164,98%,6e-48,46.59,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0005208.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""KAA0005208.1"")"
TPA: 6-phospho-3-hexuloisomerase [Thermoplasmata archaeon],Thermoplasmata archaeon,163,163,98%,1e-47,46.59,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEC88295.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""HEC88295.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,166,166,95%,1e-48,46.55,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ81765.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""TLZ81765.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,170,170,95%,5e-50,46.24,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ98543.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""TLZ98543.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,169,169,95%,2e-49,46.24,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCI4371966.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""MCI4371966.1"")"
SIS domain-containing protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,168,168,98%,1e-49,46.07,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7516777.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""MCJ7516777.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,166,166,95%,1e-47,46.07,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ75610.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""TLZ75610.1"")"
TPA: SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,161,161,98%,9e-47,46.07,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIH00849.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""HIH00849.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,163,163,98%,2e-47,46.02,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6473557.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""MCD6473557.1"")"
6-phospho-3-hexuloisomerase [Thermoplasmata archaeon],Thermoplasmata archaeon,162,162,98%,5e-47,46.02,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6222479.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""MCD6222479.1"")"
TPA: 6-phospho-3-hexuloisomerase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,162,162,97%,7e-47,45.76,183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDO68965.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""HDO68965.1"")"
hypothetical protein AUG86_03950 [Euryarchaeota archaeon 13_1_20CM_4_64_14],Euryarchaeota archaeon 13_1_20CM_4_64_14,167,167,95%,8e-49,45.66,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OLD90045.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""OLD90045.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,162,162,94%,5e-47,45.56,174,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE6526569.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""MBE6526569.1"")"
6-phospho-3-hexuloisomerase [Candidatus Altiarchaeales archaeon],Candidatus Altiarchaeales archaeon,165,165,98%,4e-48,45.55,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLI90643.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""RLI90643.1"")"
6-phospho-3-hexuloisomerase [Candidatus Altiarchaeales archaeon],Candidatus Altiarchaeales archaeon,165,165,98%,6e-48,45.55,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLI93945.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""RLI93945.1"")"
SIS domain-containing protein [Methanomassiliicoccus luminyensis],Methanomassiliicoccus luminyensis,162,162,98%,3e-47,45.51,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026068964.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""WP_026068964.1"")"
hypothetical protein A3K75_01040 [Euryarchaeota archaeon RBG_13_61_15],Euryarchaeota archaeon RBG_13_61_15,161,161,98%,1e-46,45.51,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS51732.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""OGS51732.1"")"
TPA: SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,160,160,98%,2e-46,45.51,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIJ17666.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""HIJ17666.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,164,164,98%,9e-48,45.45,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6170976.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""MCD6170976.1"")"
6-phospho-3-hexuloisomerase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,161,161,98%,1e-46,45.45,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7081344.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""MBC7081344.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,164,164,95%,3e-47,45.40,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ87357.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""TLZ87357.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,164,164,95%,5e-47,45.40,255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ96474.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""TLZ96474.1"")"
hypothetical protein A3K66_07230 [Euryarchaeota archaeon RBG_16_67_27],Euryarchaeota archaeon RBG_16_67_27,165,165,95%,4e-48,45.09,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS45329.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""OGS45329.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,166,166,95%,1e-47,45.09,234,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA04407.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""TMA04407.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,164,164,98%,7e-48,44.94,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU0860550.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""MCU0860550.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,159,159,98%,4e-46,44.89,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6572536.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""MCD6572536.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,159,159,98%,1e-45,44.69,190,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCI4350562.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""MCI4350562.1"")"
SIS domain-containing protein [Candidatus Methanomethylophilus sp.],Candidatus Methanomethylophilus sp.,164,164,97%,1e-47,44.63,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO4502958.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""MBO4502958.1"")"
hypothetical protein AOA81_07090 [Methanomassiliicoccales archaeon RumEn M2],Methanomassiliicoccales archaeon RumEn M2,166,166,99%,1e-48,44.44,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KQM09746.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""KQM09746.1"")"
SIS domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,168,168,98%,2e-49,44.38,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE6516578.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""MBE6516578.1"")"
SIS domain-containing protein [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,159,159,100%,5e-46,44.20,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ5375538.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""MCQ5375538.1"")"
SIS domain-containing protein [Candidatus Methanomethylophilaceae archaeon],Candidatus Methanomethylophilaceae archaeon,163,163,97%,1e-47,44.07,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBQ8179763.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""MBQ8179763.1"")"
SIS domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,161,161,100%,9e-47,43.96,181,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2520374.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""MCJ2520374.1"")"
SIS domain-containing protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,160,160,95%,2e-46,43.93,175,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLF34216.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""NLF34216.1"")"
SIS domain-containing protein [Euryarchaeota archaeon],Euryarchaeota archaeon,160,160,95%,3e-46,43.93,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ46426.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""TLZ46426.1"")"
6-phospho-3-hexuloisomerase [Euryarchaeota archaeon],Euryarchaeota archaeon,159,159,96%,1e-45,43.85,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU2617916.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""MBU2617916.1"")"
SIS domain-containing protein [Candidatus Methanomethylophilaceae archaeon],Candidatus Methanomethylophilaceae archaeon,164,164,98%,6e-48,43.82,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBR7124070.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""MBR7124070.1"")"
TPA: 6-phospho-3-hexuloisomerase [Methanosphaera sp.],Methanosphaera sp.,161,161,98%,2e-46,43.75,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIH35708.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""HIH35708.1"")"
6-phospho-3-hexuloisomerase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,159,159,98%,8e-46,43.75,179,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7129212.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""MBC7129212.1"")"
putative sugar phosphate isomerase involved in capsule formation [Thermoplasmatales archaeon BRNA1],Thermoplasmatales archaeon BRNA1,160,160,95%,3e-46,43.60,177,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AGI48362.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""AGI48362.1"")"
6-phospho-3-hexuloisomerase [Thermoplasmata archaeon],Thermoplasmata archaeon,164,164,97%,1e-47,43.50,183,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF51307.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""RLF51307.1"")"
SIS domain-containing protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,164,164,99%,1e-47,43.33,180,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLN72203.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""NLN72203.1"")"
SIS domain-containing protein [Candidatus Methanomethylophilaceae archaeon],Candidatus Methanomethylophilaceae archaeon,162,162,98%,3e-47,43.26,182,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO5654224.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""MBO5654224.1"")"
6-phospho-3-hexuloisomerase [Methanosphaera stadtmanae],Methanosphaera stadtmanae,160,160,98%,2e-46,43.23,194,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE6486742.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""MBE6486742.1"")"
