Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,468,468,98%,9e-161,56.74,392,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI5000245.1?report=genbank&log$=prottop&blast_rank=20&RID=0VF2G3E9016"",""MBI5000245.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,446,446,98%,2e-152,56.57,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4948799.1?report=genbank&log$=prottop&blast_rank=21&RID=0VF2G3E9016"",""MCK4948799.1"")"
redox-regulated ATPase YchF [Candidatus Altiarchaeales archaeon WOR_SM1_79],Candidatus Altiarchaeales archaeon WOR_SM1_79,460,460,98%,1e-157,56.49,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ODS38475.1?report=genbank&log$=prottop&blast_rank=22&RID=0VF2G3E9016"",""ODS38475.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,458,458,98%,5e-157,56.27,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF72862.1?report=genbank&log$=prottop&blast_rank=23&RID=0VF2G3E9016"",""RLF72862.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,450,450,98%,5e-154,56.27,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6384097.1?report=genbank&log$=prottop&blast_rank=24&RID=0VF2G3E9016"",""MCD6384097.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,442,442,99%,2e-150,56.06,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4334098.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""MCL4334098.1"")"
redox-regulated ATPase YchF [Thermoplasmatales archaeon ex4484_36],Thermoplasmatales archaeon ex4484_36,457,457,98%,1e-156,56.01,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OYT49509.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""OYT49509.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,456,456,98%,3e-156,56.01,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF54940.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""RLF54940.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,460,460,98%,7e-158,55.98,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA01072.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""TMA01072.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,448,448,98%,3e-153,55.98,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2556044.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""MCJ2556044.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,446,446,98%,2e-152,55.98,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2562751.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""MCJ2562751.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,468,468,98%,4e-161,55.73,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ97847.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""TLZ97847.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,468,468,98%,5e-161,55.73,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ88124.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""TLZ88124.1"")"
TPA: redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,457,457,98%,1e-156,55.73,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDP97084.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""HDP97084.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,442,442,98%,1e-150,55.73,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4718225.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""MCK4718225.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon RBG_13_61_15],Euryarchaeota archaeon RBG_13_61_15,449,449,99%,2e-153,55.70,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS52821.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""OGS52821.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,458,458,99%,6e-157,55.53,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE91036.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""UCE91036.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,456,456,99%,3e-156,55.53,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU0851888.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""MCU0851888.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon RBG_13_57_23],Euryarchaeota archaeon RBG_13_57_23,449,449,99%,2e-153,55.53,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS44692.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""OGS44692.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon RBG_19FT_COMBO_69_17],Euryarchaeota archaeon RBG_19FT_COMBO_69_17,456,456,98%,4e-156,55.47,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS60437.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""OGS60437.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,455,455,98%,7e-156,55.47,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ92255.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""TLZ92255.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,448,448,98%,6e-153,55.47,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4458021.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""MCK4458021.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon CG_4_9_14_3_um_filter_38_12],Euryarchaeota archaeon CG_4_9_14_3_um_filter_38_12,441,441,98%,3e-150,55.47,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PJB21120.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""PJB21120.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,455,455,98%,8e-156,55.33,394,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE81552.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""UCE81552.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,455,455,99%,8e-156,55.30,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7490117.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""MCJ7490117.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,455,455,99%,8e-156,55.28,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU0686034.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""MBU0686034.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,460,460,98%,7e-158,55.22,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ68766.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""TLZ68766.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,460,460,98%,9e-158,55.22,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ76221.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""TLZ76221.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,458,458,98%,4e-157,55.22,394,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6461177.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""MCD6461177.1"")"
translation-associated GTPase [Candidatus Proteinoplasmatales archaeon SG8-5],Candidatus Proteinoplasmatales archaeon SG8-5,443,443,98%,5e-151,55.22,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYK25811.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""KYK25811.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,447,447,99%,1e-152,55.19,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7463654.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""MCJ7463654.1"")"
TPA: redox-regulated ATPase YchF [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,441,441,99%,3e-150,55.19,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIH77239.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""HIH77239.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,446,446,98%,5e-152,54.96,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU4255763.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""MBU4255763.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,444,444,98%,2e-151,54.96,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU4189860.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""MBU4189860.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,455,455,99%,7e-156,54.94,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2532849.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""MCJ2532849.1"")"
redox-regulated ATPase YchF [Methanomassiliicoccus sp.],Methanomassiliicoccus sp.,443,443,99%,3e-151,54.94,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TFG57278.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""TFG57278.1"")"
redox-regulated ATPase YchF [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,443,443,99%,1e-150,54.94,411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG7840699.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""MCG7840699.1"")"
redox-regulated ATPase YchF [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,437,437,98%,6e-149,54.94,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7108180.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""MBC7108180.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,461,461,98%,2e-158,54.71,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA05833.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""TMA05833.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,459,459,98%,2e-157,54.71,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ54248.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""TLZ54248.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,445,445,98%,9e-152,54.71,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU2565595.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""MBU2565595.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,442,442,98%,6e-151,54.71,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU3902036.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""MBU3902036.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,439,439,98%,2e-149,54.71,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCH89341.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""UCH89341.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon RBG_19FT_COMBO_56_21],Euryarchaeota archaeon RBG_19FT_COMBO_56_21,446,446,99%,3e-152,54.68,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS57058.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""OGS57058.1"")"
redox-regulated ATPase YchF [Hadesarchaea archaeon],Hadesarchaea archaeon,440,440,98%,7e-150,54.68,393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ8898584.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""MCQ8898584.1"")"
redox-regulated ATPase YchF [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,437,437,98%,1e-148,54.68,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ5375807.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""MCQ5375807.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,455,455,100%,1e-155,54.64,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ57046.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""TLZ57046.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,438,438,98%,4e-149,54.64,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0006639.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""KAA0006639.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,429,429,98%,1e-145,54.59,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4757663.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""MCK4757663.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,453,453,99%,4e-155,54.43,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE45023.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""UCE45023.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,453,453,99%,5e-155,54.43,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7562756.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""MCJ7562756.1"")"
redox-regulated ATPase YchF [Hadesarchaea archaeon],Hadesarchaea archaeon,438,438,98%,3e-149,54.43,393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TDA33414.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""TDA33414.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,436,436,98%,4e-148,54.39,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6542750.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""MCD6542750.1"")"
redox-regulated ATPase YchF [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,442,442,98%,9e-151,54.31,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TET89357.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""TET89357.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,428,428,98%,3e-145,54.31,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA3044854.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""MBA3044854.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,436,436,99%,4e-148,54.29,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL6003633.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""MCL6003633.1"")"
TPA: redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,459,459,98%,3e-157,54.20,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HII40703.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""HII40703.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,452,452,98%,1e-154,54.20,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ77986.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""TLZ77986.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,453,453,99%,5e-155,54.18,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0517829.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""MBE0517829.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,451,451,99%,4e-154,54.18,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU1158666.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""MBU1158666.1"")"
redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,431,431,99%,3e-146,54.18,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU0860358.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""MCU0860358.1"")"
redox-regulated ATPase YchF [Candidatus Poseidoniia archaeon],Candidatus Poseidoniia archaeon,428,428,98%,4e-145,54.08,391,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCH2421293.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""MCH2421293.1"")"
redox-regulated ATPase YchF [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,433,433,98%,4e-147,54.06,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NYT11181.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""NYT11181.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon RBG_16_67_27],Euryarchaeota archaeon RBG_16_67_27,453,453,98%,7e-155,53.94,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS45676.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""OGS45676.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,430,430,99%,8e-146,53.92,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCE5261231.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""MCE5261231.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,438,438,99%,5e-149,53.79,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5407905.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""MCL5407905.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,429,429,99%,2e-145,53.77,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6503111.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""MCD6503111.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,448,448,98%,5e-153,53.69,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ75412.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""TLZ75412.1"")"
TPA: redox-regulated ATPase YchF [Thermoplasmata archaeon],Thermoplasmata archaeon,454,454,99%,1e-155,53.67,395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIH02092.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""HIH02092.1"")"
redox-regulated ATPase YchF [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,447,447,99%,2e-152,53.67,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2555134.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""MCJ2555134.1"")"
redox-regulated ATPase YchF [Euryarchaeota archaeon],Euryarchaeota archaeon,436,436,99%,4e-148,53.67,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLX46985.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""NLX46985.1"")"
