Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,213,213,93%,2e-64,43.20,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4306783.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""MCL4306783.1"")"
Putative arsenical pump-driving ATPase [Candidatus Argoarchaeum ethanivorans],Candidatus Argoarchaeum ethanivorans,179,179,85%,8e-51,43.15,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD6493775.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""CAD6493775.1"")"
Putative arsenical pump-driving ATPase [Candidatus Argoarchaeum ethanivorans],Candidatus Argoarchaeum ethanivorans,179,179,85%,1e-50,43.15,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD6494584.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""CAD6494584.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,220,220,100%,3e-67,42.75,268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4326949.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""MCL4326949.1"")"
ArsA family ATPase [Methanosarcinales archaeon],Methanosarcinales archaeon,177,177,85%,3e-50,42.74,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RZN14880.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""RZN14880.1"")"
arsenite/tail-anchored protein-transporting ATPase [Candidatus Argoarchaeum ethanivorans],Candidatus Argoarchaeum ethanivorans,176,176,85%,9e-50,42.74,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RZB31006.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""RZB31006.1"")"
hypothetical protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,209,209,98%,3e-63,42.15,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4341017.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""MCL4341017.1"")"
ATPase [Thermoprotei archaeon],Thermoprotei archaeon,155,155,70%,1e-42,42.13,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLE85547.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""RLE85547.1"")"
hypothetical protein DRN70_00445 [Methanosarcinales archaeon],Methanosarcinales archaeon,173,173,85%,2e-48,42.08,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG28494.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""RLG28494.1"")"
ATPase [Candidatus Korarchaeota archaeon],Candidatus Korarchaeota archaeon,168,168,76%,2e-47,42.06,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG44757.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""RLG44757.1"")"
hypothetical protein AMDU1_APLC00057G0009 [Thermoplasmatales archaeon A-plasma],Thermoplasmatales archaeon A-plasma,217,217,99%,3e-66,41.89,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB70457.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""EQB70457.1"")"
hypothetical protein DRN76_03760 [Methanosarcinales archaeon],Methanosarcinales archaeon,177,177,85%,5e-50,41.67,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG24619.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""RLG24619.1"")"
TPA: ArsA family ATPase [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,157,157,70%,2e-42,41.62,272,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDN01359.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""HDN01359.1"")"
hypothetical protein DRN86_00330 [Candidatus Geothermarchaeota archaeon],Candidatus Geothermarchaeota archaeon,166,166,84%,1e-45,41.53,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG61271.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""RLG61271.1"")"
TPA: ArsA family ATPase [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,176,176,84%,2e-50,41.10,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HID17468.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""HID17468.1"")"
AAA family ATPase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,206,206,99%,1e-61,41.04,269,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4444662.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""MCL4444662.1"")"
TPA: ArsA family ATPase [Thermoproteales archaeon],Thermoproteales archaeon,153,153,75%,6e-42,40.48,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDH07370.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""HDH07370.1"")"
hypothetical protein DRN85_04080 [Methanosarcinales archaeon],Methanosarcinales archaeon,172,172,85%,4e-48,40.42,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG26059.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""RLG26059.1"")"
hypothetical protein B6U67_04365 [Methanosarcinales archaeon ex4484_138],Methanosarcinales archaeon ex4484_138,172,172,85%,4e-48,40.42,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OYT62567.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""OYT62567.1"")"
hypothetical protein DRJ33_02480 [Candidatus Verstraetearchaeota archaeon],Candidatus Verstraetearchaeota archaeon,160,160,84%,1e-43,40.17,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLE52899.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""RLE52899.1"")"
Putative arsenical pump-driving ATPase [Candidatus Methanoperedenaceae archaeon GB50],Candidatus Methanoperedenaceae archaeon GB50,167,167,85%,3e-46,40.00,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD7774776.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""CAD7774776.1"")"
ArsA family ATPase [Thermodesulfobacteriota bacteirum],Thermodesulfobacteriota bacteirum,156,156,83%,3e-42,40.00,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NPA39754.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""NPA39754.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,165,165,84%,3e-45,39.74,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6130294.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""MCD6130294.1"")"
TPA: ArsA family ATPase [Candidatus Korarchaeota archaeon],Candidatus Korarchaeota archaeon,169,169,87%,4e-47,39.59,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIE22773.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""HIE22773.1"")"
AAA family ATPase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,199,199,100%,3e-59,39.41,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4452010.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""MCL4452010.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,161,161,84%,6e-44,39.32,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6133058.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""MCD6133058.1"")"
TRC40/GET3/ArsA family transport-energizing ATPase [Candidatus Korarchaeum cryptofilum],Candidatus Korarchaeum cryptofilum,160,160,84%,8e-44,39.08,295,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012308877.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""WP_012308877.1"")"
ATPase [Candidatus Korarchaeota archaeon],Candidatus Korarchaeota archaeon,159,159,84%,5e-43,38.98,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG56120.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""RLG56120.1"")"
ATPase [Candidatus Korarchaeota archaeon],Candidatus Korarchaeota archaeon,159,159,84%,6e-43,38.98,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG51962.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""RLG51962.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,159,159,84%,3e-43,38.89,298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW2637762.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""MBW2637762.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,158,158,84%,1e-42,38.46,306,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBN2178846.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""MBN2178846.1"")"
ArsA family ATPase [Candidatus Korarchaeota archaeon NZ13-K],Candidatus Korarchaeota archaeon NZ13-K,160,160,84%,9e-44,38.24,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RDD53404.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""RDD53404.1"")"
ArsA family ATPase [Candidatus Korarchaeota archaeon],Candidatus Korarchaeota archaeon,166,166,84%,7e-46,37.87,299,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6244073.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""MCD6244073.1"")"
ArsA family ATPase [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,149,149,79%,3e-39,37.78,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBT3285499.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""MBT3285499.1"")"
hypothetical protein DRO00_05775 [Candidatus Korarchaeota archaeon],Candidatus Korarchaeota archaeon,165,165,84%,5e-45,37.71,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG52315.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""RLG52315.1"")"
hypothetical protein DRN92_02425 [Candidatus Korarchaeota archaeon],Candidatus Korarchaeota archaeon,165,165,84%,7e-45,37.71,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG47783.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""RLG47783.1"")"
hypothetical protein DRN90_00120 [Candidatus Korarchaeota archaeon],Candidatus Korarchaeota archaeon,165,165,84%,7e-45,37.71,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG50118.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""RLG50118.1"")"
hypothetical protein C0171_06930 [Caldisphaera sp.],Caldisphaera sp.,162,162,84%,3e-44,37.61,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PMP89544.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""PMP89544.1"")"
ArsA-related P-loop ATPase [Infirmifilum lucidum],Infirmifilum lucidum,159,159,84%,3e-43,37.45,295,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192818416.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""WP_192818416.1"")"
TPA: ArsA family ATPase [Thermofilum sp.],Thermofilum sp.,162,162,87%,3e-44,37.30,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDI31313.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""HDI31313.1"")"
ArsA family ATPase [Desulfurellaceae bacterium],Desulfurellaceae bacterium,154,154,84%,2e-41,37.18,298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4278091.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""MCK4278091.1"")"
ArsA family ATPase [Thermoprotei archaeon],Thermoprotei archaeon,154,154,87%,5e-41,37.14,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCI4396678.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""MCI4396678.1"")"
hypothetical protein B7L53_07285 [Thermofilum sp. NZ13],Thermofilum sp. NZ13,162,162,84%,2e-44,37.02,304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PLJ77343.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""PLJ77343.1"")"
ArsA family ATPase [Candidatus Odinarchaeota archaeon],Candidatus Odinarchaeota archaeon,156,156,84%,8e-42,36.86,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6484518.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""MCD6484518.1"")"
ArsA family ATPase [Halodesulfurarchaeum formicicum],Halodesulfurarchaeum formicicum,155,155,84%,1e-41,36.86,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071932883.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""WP_071932883.1"")"
ArsA family ATPase [Halodesulfurarchaeum formicicum],Halodesulfurarchaeum formicicum,154,154,84%,3e-41,36.86,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_070364733.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""WP_070364733.1"")"
TPA: ArsA family ATPase [Desulfarculaceae bacterium],Desulfarculaceae bacterium,150,150,83%,1e-39,36.80,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIE06866.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""HIE06866.1"")"
ArsA-related P-loop ATPase [Infirmifilum uzonense],Infirmifilum uzonense,153,153,84%,5e-41,36.67,295,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052883420.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""WP_052883420.1"")"
ArsA family ATPase [archaeon],archaeon,152,152,84%,2e-40,36.55,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP8304736.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""MCP8304736.1"")"
ArsA family ATPase [Desulfobulbaceae bacterium],Desulfobulbaceae bacterium,154,154,83%,3e-41,36.52,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5517266.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""MCK5517266.1"")"
ArsA family ATPase [Syntrophobacterales bacterium],Syntrophobacterales bacterium,150,150,83%,8e-40,36.52,303,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW6487123.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""MBW6487123.1"")"
TPA: ArsA family ATPase [Fervidicoccus fontis],Fervidicoccus fontis,149,149,84%,4e-39,36.40,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEU97542.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""HEU97542.1"")"
TRC40/GET3/ArsA family transport-energizing ATPase [Candidatus Korarchaeum sp.],Candidatus Korarchaeum sp.,154,154,84%,2e-41,36.36,298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCS7102947.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""MCS7102947.1"")"
ArsA-related P-loop ATPase [Infirmifilum uzonense],,152,152,84%,1e-40,36.25,295,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_273433903.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""WP_273433903.1"")"
ATPase [candidate division MSBL1 archaeon SCGC-AAA259I14],candidate division MSBL1 archaeon SCGC-AAA259I14,155,155,84%,1e-41,36.13,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KXA96292.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""KXA96292.1"")"
ATPase [candidate division MSBL1 archaeon SCGC-AAA259D14],candidate division MSBL1 archaeon SCGC-AAA259D14,155,155,84%,1e-41,36.13,298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KXA88692.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""KXA88692.1"")"
ArsA family ATPase [Candidatus Methylarchaceae archaeon HK02M1],Candidatus Methylarchaceae archaeon HK02M1,152,152,84%,2e-40,36.13,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP8312405.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""MCP8312405.1"")"
ArsA family ATPase [Candidatus Methylarchaceae archaeon HK01M],Candidatus Methylarchaceae archaeon HK01M,152,152,84%,3e-40,36.13,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP8310524.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""MCP8310524.1"")"
ArsA family ATPase [Syntrophales bacterium],Syntrophales bacterium,149,149,83%,3e-39,36.09,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK9362368.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""MCK9362368.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,148,148,83%,4e-39,36.09,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6269967.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""MCD6269967.1"")"
ArsA-related P-loop ATPase [Fervidicoccus fontis],Fervidicoccus fontis,160,160,96%,2e-43,35.82,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014558453.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""WP_014558453.1"")"
ArsA family ATPase [Fervidicoccus fontis],Fervidicoccus fontis,160,160,96%,3e-43,35.82,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_193803297.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""WP_193803297.1"")"
TRC40/GET3/ArsA family transport-energizing ATPase [Desulforhopalus sp.],Desulforhopalus sp.,152,152,83%,2e-40,35.65,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NOR25830.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""NOR25830.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,149,149,83%,2e-39,35.65,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6533234.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""MCD6533234.1"")"
ArsA family ATPase [Thermofilum sp.],Thermofilum sp.,153,153,84%,9e-41,35.32,296,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCC6058718.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""MCC6058718.1"")"
ArsA family ATPase [Desulfobulbaceae bacterium],Desulfobulbaceae bacterium,151,151,83%,2e-40,35.22,292,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP4339498.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""MCP4339498.1"")"
ArsA family ATPase [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,149,149,83%,2e-39,35.22,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5540197.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""MCK5540197.1"")"
