Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
amidohydrolase [Thermoplasmata archaeon],Thermoplasmata archaeon,337,337,98%,2e-108,46.10,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF49323.1?report=genbank&log$=prottop&blast_rank=11&RID=0VF2G3E9016"",""RLF49323.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,338,338,98%,3e-109,45.97,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6542712.1?report=genbank&log$=prottop&blast_rank=12&RID=0VF2G3E9016"",""MCD6542712.1"")"
amidohydrolase [Thermoplasmata archaeon],Thermoplasmata archaeon,335,335,98%,4e-108,45.97,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0008834.1?report=genbank&log$=prottop&blast_rank=13&RID=0VF2G3E9016"",""KAA0008834.1"")"
TPA: dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,331,331,93%,1e-106,45.84,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIH01317.1?report=genbank&log$=prottop&blast_rank=14&RID=0VF2G3E9016"",""HIH01317.1"")"
amidohydrolase [Thermoplasmata archaeon],Thermoplasmata archaeon,335,335,98%,4e-108,45.65,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0013989.1?report=genbank&log$=prottop&blast_rank=15&RID=0VF2G3E9016"",""KAA0013989.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,350,350,95%,5e-114,45.59,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4412324.1?report=genbank&log$=prottop&blast_rank=16&RID=0VF2G3E9016"",""MCL4412324.1"")"
dihydroorotase [Euryarchaeota archaeon],Euryarchaeota archaeon,298,298,90%,9e-94,45.48,408,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI5001459.1?report=genbank&log$=prottop&blast_rank=17&RID=0VF2G3E9016"",""MBI5001459.1"")"
amidohydrolase family protein [Euryarchaeota archaeon],Euryarchaeota archaeon,345,345,95%,4e-112,45.45,390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NPA74995.1?report=genbank&log$=prottop&blast_rank=18&RID=0VF2G3E9016"",""NPA74995.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,356,356,100%,1e-116,45.17,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4450242.1?report=genbank&log$=prottop&blast_rank=19&RID=0VF2G3E9016"",""MCL4450242.1"")"
amidohydrolase family protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,342,342,99%,1e-110,44.66,410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5407937.1?report=genbank&log$=prottop&blast_rank=20&RID=0VF2G3E9016"",""MCL5407937.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,336,336,97%,3e-108,44.36,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7489047.1?report=genbank&log$=prottop&blast_rank=21&RID=0VF2G3E9016"",""MCJ7489047.1"")"
dihydroorotase [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,345,345,97%,4e-112,44.28,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE75399.1?report=genbank&log$=prottop&blast_rank=22&RID=0VF2G3E9016"",""UCE75399.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,317,317,97%,4e-101,44.28,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCG68599.1?report=genbank&log$=prottop&blast_rank=23&RID=0VF2G3E9016"",""UCG68599.1"")"
amidohydrolase [Thermoplasmata archaeon],Thermoplasmata archaeon,315,315,98%,3e-100,44.24,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF55011.1?report=genbank&log$=prottop&blast_rank=24&RID=0VF2G3E9016"",""RLF55011.1"")"
TPA: amidohydrolase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,315,315,98%,4e-100,44.24,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDO69246.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""HDO69246.1"")"
dihydroorotase [Candidatus Sysuiplasma superficiale],Candidatus Sysuiplasma superficiale,319,319,95%,7e-102,44.20,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBX8632074.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""MBX8632074.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,330,330,95%,3e-106,44.12,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU0860186.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""MCU0860186.1"")"
amidohydrolase [Thermoprotei archaeon],Thermoprotei archaeon,313,313,98%,2e-99,43.87,420,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF14079.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""RLF14079.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,314,314,98%,7e-100,43.86,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCF07272.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""UCF07272.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,327,327,95%,6e-105,43.70,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBN1677259.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""MBN1677259.1"")"
amidohydrolase [Thermoplasmata archaeon],Thermoplasmata archaeon,321,321,99%,2e-102,43.63,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF40022.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""RLF40022.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,319,319,99%,9e-102,43.63,430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6410918.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""MCD6410918.1"")"
amidohydrolase [Euryarchaeota archaeon],Euryarchaeota archaeon,302,302,96%,4e-95,43.63,417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ65686.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""TLZ65686.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,310,310,94%,4e-98,43.53,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBX8634118.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""MBX8634118.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,309,309,94%,6e-98,43.53,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4317824.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""MCL4317824.1"")"
TPA: dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,331,331,96%,2e-106,43.51,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIJ16408.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""HIJ16408.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,321,321,95%,1e-102,43.38,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7464832.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""MCJ7464832.1"")"
hypothetical protein A3K75_02020 [Euryarchaeota archaeon RBG_13_61_15],Euryarchaeota archaeon RBG_13_61_15,330,330,95%,7e-106,43.28,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS52619.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""OGS52619.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,326,326,96%,2e-104,43.28,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7606368.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""MCJ7606368.1"")"
hypothetical protein A3K60_07645 [Euryarchaeota archaeon RBG_19FT_COMBO_56_21],Euryarchaeota archaeon RBG_19FT_COMBO_56_21,308,308,96%,2e-97,43.28,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS56311.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""OGS56311.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,309,309,94%,6e-98,43.00,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5677666.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""MCL5677666.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,317,317,94%,3e-101,42.82,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2555820.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""MCJ2555820.1"")"
TPA: amidohydrolase [Methanomicrobia archaeon],Methanomicrobia archaeon,322,322,99%,1e-102,42.79,433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDN81388.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""HDN81388.1"")"
hypothetical protein A3K69_06555 [Candidatus Bathyarchaeota archaeon RBG_16_57_9],Candidatus Bathyarchaeota archaeon RBG_16_57_9,319,319,96%,7e-102,42.75,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGD47995.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""OGD47995.1"")"
dihydroorotase family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,325,325,94%,2e-104,42.61,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5548661.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""MCK5548661.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,332,332,97%,6e-107,42.57,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4447024.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""MCL4447024.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,319,319,94%,7e-102,42.57,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4457719.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""MCK4457719.1"")"
dihydroorotase [Methanomassiliicoccus sp.],Methanomassiliicoccus sp.,303,303,90%,5e-96,42.56,389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TFG67696.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""TFG67696.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,300,300,93%,1e-94,42.53,403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5037567.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""MCK5037567.1"")"
dihydroorotase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,310,310,98%,4e-98,42.42,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCF50207.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""UCF50207.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,311,311,97%,9e-99,42.37,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE39140.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""UCE39140.1"")"
dihydroorotase [Euryarchaeota archaeon],Euryarchaeota archaeon,315,315,95%,3e-100,42.34,429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE45151.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""UCE45151.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,316,316,94%,9e-101,42.32,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2562919.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""MCJ2562919.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,332,332,99%,6e-107,42.27,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4334266.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""MCL4334266.1"")"
dihydroorotase family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,323,323,96%,2e-103,42.27,420,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0518559.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""MBE0518559.1"")"
dihydroorotase family protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,322,322,96%,8e-103,42.27,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU1159388.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""MBU1159388.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,321,321,97%,1e-102,42.16,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2669009.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""MCJ2669009.1"")"
hypothetical protein AYK20_00025 [Thermoplasmatales archaeon SG8-52-1],Thermoplasmatales archaeon SG8-52-1,310,310,98%,4e-98,42.14,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYK29755.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""KYK29755.1"")"
amidohydrolase [Euryarchaeota archaeon],Euryarchaeota archaeon,304,304,97%,7e-96,42.13,417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TLZ57405.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""TLZ57405.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,322,322,99%,2e-102,42.12,436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6467818.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""MCD6467818.1"")"
amidohydrolase [Thermoplasmata archaeon],Thermoplasmata archaeon,321,321,99%,2e-102,42.12,436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF28232.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""RLF28232.1"")"
dihydroorotase [Euryarchaeota archaeon],Euryarchaeota archaeon,319,319,95%,1e-101,41.98,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE90748.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""UCE90748.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,320,320,97%,4e-102,41.91,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4949224.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""MCK4949224.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,318,318,97%,1e-101,41.91,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4367858.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""MCK4367858.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,317,317,95%,6e-101,41.91,420,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU0851839.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""MCU0851839.1"")"
TPA: amidohydrolase [Euryarchaeota archaeon],Euryarchaeota archaeon,307,307,94%,5e-97,41.90,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDP96321.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""HDP96321.1"")"
TPA: amidohydrolase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,322,322,98%,1e-102,41.81,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEC94765.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""HEC94765.1"")"
dihydroorotase family protein [Thermoplasmata archaeon],Thermoplasmata archaeon,319,319,96%,5e-102,41.79,410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7562832.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""MCJ7562832.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,318,318,96%,2e-101,41.79,420,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU0684434.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""MBU0684434.1"")"
dihydroorotase [Thermoplasmata archaeon],Thermoplasmata archaeon,316,316,97%,1e-100,41.67,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4455535.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""MCK4455535.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,301,301,95%,7e-95,41.60,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4327938.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""MCL4327938.1"")"
hypothetical protein AYK20_08665 [Thermoplasmatales archaeon SG8-52-1],Thermoplasmatales archaeon SG8-52-1,309,309,98%,1e-97,41.57,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYK26799.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""KYK26799.1"")"
dihydroorotase [Euryarchaeota archaeon],Euryarchaeota archaeon,304,304,94%,9e-96,41.54,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI4394057.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""MBI4394057.1"")"
dihydroorotase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,300,300,98%,2e-94,41.47,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4995669.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""MCK4995669.1"")"
hypothetical protein DRM98_00550 [Thermoplasmata archaeon],Thermoplasmata archaeon,312,312,98%,4e-99,41.43,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF34434.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""RLF34434.1"")"
dihydroorotase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,308,308,98%,1e-97,41.41,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4332166.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""MCK4332166.1"")"
TPA: amidohydrolase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,315,315,98%,5e-100,41.33,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HDO19879.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""HDO19879.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,335,335,99%,3e-108,41.30,405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5873970.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""MCL5873970.1"")"
dihydroorotase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,308,308,98%,2e-97,41.18,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5112209.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""MCK5112209.1"")"
dihydroorotase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,307,307,98%,4e-97,41.18,428,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5260929.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""MCK5260929.1"")"
hypothetical protein AYK23_03845 [Candidatus Proteinoplasmatales archaeon SG8-5],Candidatus Proteinoplasmatales archaeon SG8-5,307,307,97%,4e-97,41.16,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYK25688.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""KYK25688.1"")"
hypothetical protein BV459_04640 [Thermoplasmata archaeon M11B2D],Thermoplasmata archaeon M11B2D,300,300,97%,2e-94,41.15,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PNX47362.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""PNX47362.1"")"
dihydroorotase [Euryarchaeota archaeon],Euryarchaeota archaeon,313,313,95%,3e-99,41.08,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE81035.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""UCE81035.1"")"
dihydroorotase [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,308,308,95%,2e-97,41.04,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ5376290.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""MCQ5376290.1"")"
hypothetical protein BV456_06020 [Thermoplasmata archaeon M8B2D],Thermoplasmata archaeon M8B2D,303,303,98%,1e-95,41.00,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PNX50636.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""PNX50636.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,305,305,98%,3e-96,40.86,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5665281.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""MCL5665281.1"")"
TPA: hypothetical protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,309,309,98%,1e-97,40.76,439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHH79478.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""HHH79478.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,304,304,97%,7e-96,40.57,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBN1860157.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""MBN1860157.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,301,301,98%,8e-95,40.44,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5988919.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""MCL5988919.1"")"
dihydroorotase [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,305,305,98%,2e-96,40.38,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBN2066094.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""MBN2066094.1"")"
dihydroorotase [Thermoplasmatales archaeon],Thermoplasmatales archaeon,301,301,98%,1e-94,40.38,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5030959.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""MCK5030959.1"")"
dihydroorotase [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,299,299,94%,8e-94,40.30,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLH75232.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""QLH75232.1"")"
dihydroorotase [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,306,306,95%,1e-96,40.30,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7108047.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""MBC7108047.1"")"
