Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
DNA polymerase II [Methanomassiliicoccaceae archaeon],Methanomassiliicoccaceae archaeon,848,848,97%,0.0,55.66,802,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL2032394.1?report=genbank&log$=prottop&blast_rank=20&RID=0VF2G3E9016"",""MCL2032394.1"")"
DNA polymerase II [Methanomassiliicoccus sp.],Methanomassiliicoccus sp.,873,873,98%,0.0,55.63,810,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI0582911.1?report=genbank&log$=prottop&blast_rank=21&RID=0VF2G3E9016"",""MBI0582911.1"")"
DNA polymerase II [Acidiplasma cupricumulans],Acidiplasma cupricumulans,891,891,100%,0.0,55.63,782,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055040868.1?report=genbank&log$=prottop&blast_rank=22&RID=0VF2G3E9016"",""WP_055040868.1"")"
DNA polymerase II [Candidatus Methanomassiliicoccus intestinalis],Candidatus Methanomassiliicoccus intestinalis,863,863,97%,0.0,55.57,802,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TQS82830.1?report=genbank&log$=prottop&blast_rank=23&RID=0VF2G3E9016"",""TQS82830.1"")"
DNA polymerase domain-containing protein [Candidatus Methanomassiliicoccus intestinalis],Candidatus Methanomassiliicoccus intestinalis,862,862,97%,0.0,55.57,802,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020449226.1?report=genbank&log$=prottop&blast_rank=24&RID=0VF2G3E9016"",""WP_020449226.1"")"
DNA polymerase II [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,880,880,100%,0.0,55.56,772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5680788.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""MCL5680788.1"")"
DUF1744 domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,871,871,100%,0.0,55.56,772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4450468.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""MCL4450468.1"")"
hypothetical protein [Thermoplasmata archaeon],Thermoplasmata archaeon,840,840,97%,0.0,55.56,834,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCD6461767.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""MCD6461767.1"")"
DNA polymerase II [Acidiplasma aeolicum],Acidiplasma aeolicum,890,890,100%,0.0,55.50,782,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055032335.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""WP_055032335.1"")"
DNA polymerase II [Acidiplasma sp. MBA-1],Acidiplasma sp. MBA-1,888,888,100%,0.0,55.50,782,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048101452.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""WP_048101452.1"")"
ribonuclease H-like domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,870,870,97%,0.0,55.50,789,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK5291447.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""MCK5291447.1"")"
DNA polymerase II [Acidiplasma aeolicum],Acidiplasma aeolicum,882,882,99%,0.0,55.48,775,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KPV46088.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""KPV46088.1"")"
DNA polymerase II [Acidiplasma aeolicum],Acidiplasma aeolicum,884,884,99%,0.0,55.47,778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084802311.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""WP_084802311.1"")"
DNA polymerase II [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,868,868,98%,0.0,55.45,789,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2669181.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""MCJ2669181.1"")"
DNA polymerase II [Thermoplasmata archaeon],Thermoplasmata archaeon,867,867,98%,0.0,55.45,789,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4366480.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""MCK4366480.1"")"
DNA polymerase II [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,865,865,98%,0.0,55.45,789,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ2556043.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""MCJ2556043.1"")"
DNA polymerase II [Candidatus Altiarchaeales archaeon WOR_SM1_79],Candidatus Altiarchaeales archaeon WOR_SM1_79,835,835,97%,0.0,55.44,801,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ODS38474.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""ODS38474.1"")"
DUF1744 domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,871,871,100%,0.0,55.43,772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5929814.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""MCL5929814.1"")"
DNA polymerase II [Candidatus Methanoplasma sp.],Candidatus Methanoplasma sp.,858,858,98%,0.0,55.40,804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL2333640.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""MCL2333640.1"")"
DNA polymerase II [Euryarchaeota archaeon],Euryarchaeota archaeon,865,865,97%,0.0,55.34,804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA3044855.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""MBA3044855.1"")"
DNA polymerase domain-containing protein [Candidatus Methanoplasma termitum],Candidatus Methanoplasma termitum,858,858,98%,0.0,55.27,804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048111296.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""WP_048111296.1"")"
DUF1744 domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,871,871,100%,0.0,55.17,772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4447487.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""MCL4447487.1"")"
ribonuclease H-like domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,858,858,98%,0.0,55.17,768,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU4256677.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""MBU4256677.1"")"
DUF1744 domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,883,883,100%,0.0,55.04,772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4333995.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""MCL4333995.1"")"
ribonuclease H-like domain-containing protein [Thermoplasmatales archaeon],Thermoplasmatales archaeon,855,855,98%,0.0,55.04,786,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2827304.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""MCG2827304.1"")"
ribonuclease H-like domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,854,854,98%,0.0,55.04,786,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU4190623.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""MBU4190623.1"")"
DNA polymerase II [Euryarchaeota archaeon],Euryarchaeota archaeon,881,881,99%,0.0,55.03,797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI5000243.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""MBI5000243.1"")"
DNA polymerase II [Methanomassiliicoccales archaeon RumEn M2],Methanomassiliicoccales archaeon RumEn M2,844,844,97%,0.0,55.01,801,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KQM10676.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""KQM10676.1"")"
DNA polymerase II [Methanomassiliicoccaceae archaeon],Methanomassiliicoccaceae archaeon,840,840,97%,0.0,54.88,803,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL2296150.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""MCL2296150.1"")"
DNA polymerase II [Thermoplasmatales archaeon],Thermoplasmatales archaeon,846,846,97%,0.0,54.82,802,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLL94701.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""NLL94701.1"")"
hypothetical protein AMDU3_IPLC00003G0012 [Thermoplasmatales archaeon I-plasma],Thermoplasmatales archaeon I-plasma,846,846,97%,0.0,54.52,771,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB65160.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""EQB65160.1"")"
DNA polymerase II [Methanomassiliicoccaceae archaeon],Methanomassiliicoccaceae archaeon,832,832,97%,0.0,54.44,799,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL2711691.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""MCL2711691.1"")"
DNA polymerase II [Thermoplasmatales archaeon],Thermoplasmatales archaeon,846,846,97%,0.0,54.43,791,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLN72137.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""NLN72137.1"")"
DNA polymerase II [Methanomassiliicoccaceae archaeon],Methanomassiliicoccaceae archaeon,840,840,97%,0.0,54.42,803,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL2509728.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""MCL2509728.1"")"
DNA polymerase II [Thermoplasmata archaeon],Thermoplasmata archaeon,848,848,97%,0.0,54.32,823,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCH88009.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""UCH88009.1"")"
DNA polymerase II [Thermoplasmata archaeon],Thermoplasmata archaeon,862,862,99%,0.0,54.31,799,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU0860357.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""MCU0860357.1"")"
DUF1744 domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,878,878,100%,0.0,54.21,772,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4411772.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""MCL4411772.1"")"
DNA polymerase II [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,873,873,99%,0.0,54.18,812,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NYT11180.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""NYT11180.1"")"
DNA polymerase II [Euryarchaeota archaeon],Euryarchaeota archaeon,863,863,99%,0.0,54.02,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCE5261232.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""MCE5261232.1"")"
DNA polymerase II [Candidatus Proteinoplasmatales archaeon SG8-5],Candidatus Proteinoplasmatales archaeon SG8-5,868,868,99%,0.0,53.99,794,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYK25810.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""KYK25810.1"")"
DNA polymerase [Methanomassiliicoccales archaeon PtaU1.Bin030],Methanomassiliicoccales archaeon PtaU1.Bin030,839,839,97%,0.0,53.97,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OPY29702.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""OPY29702.1"")"
replicative DNA polymerase I [Picrophilus oshimae DSM 9789],Picrophilus oshimae DSM 9789,870,870,99%,0.0,53.96,774,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SMD31500.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""SMD31500.1"")"
DNA polymerase II [Euryarchaeota archaeon RBG_13_61_15],Euryarchaeota archaeon RBG_13_61_15,854,854,99%,0.0,53.95,794,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGS52831.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""OGS52831.1"")"
DNA polymerase II [Picrophilus torridus],Picrophilus torridus,875,875,100%,0.0,53.94,778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011176929.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""WP_011176929.1"")"
DNA polymerase II [Picrophilus oshimae],Picrophilus oshimae,873,873,100%,0.0,53.94,778,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084273187.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""WP_084273187.1"")"
DNA polymerase II [Thermoplasma sp.],Thermoplasma sp.,833,833,96%,0.0,53.91,796,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA8923150.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""KAA8923150.1"")"
DNA polymerase II [Thermoplasmata archaeon],Thermoplasmata archaeon,850,850,99%,0.0,53.90,821,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLF49009.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""RLF49009.1"")"
DNA polymerase family B [methanogenic archaeon mixed culture ISO4-G1],methanogenic archaeon mixed culture ISO4-G1,833,833,98%,0.0,53.83,801,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AMK14369.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""AMK14369.1"")"
DNA polymerase II [Thermoplasmatales archaeon],Thermoplasmatales archaeon,838,838,98%,0.0,53.80,797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLF34007.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""NLF34007.1"")"
DNA polymerase II [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,852,852,99%,0.0,53.69,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG7840698.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""MCG7840698.1"")"
DNA polymerase II [Candidatus Methanomethylophilaceae archaeon],Candidatus Methanomethylophilaceae archaeon,845,845,97%,0.0,53.65,804,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO4551968.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""MBO4551968.1"")"
DNA polymerase II [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,858,858,99%,0.0,53.62,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBP7086844.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""MBP7086844.1"")"
DNA polymerase II [Thermoplasmata archaeon],Thermoplasmata archaeon,842,842,98%,0.0,53.61,826,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCI0497458.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""MCI0497458.1"")"
DNA polymerase II [Methanomassiliicoccus sp.],Methanomassiliicoccus sp.,850,850,99%,0.0,53.57,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TFG57263.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""TFG57263.1"")"
ribonuclease H-like domain-containing protein [Thermoplasmata archaeon],Thermoplasmata archaeon,846,846,99%,0.0,53.53,795,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0517828.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""MBE0517828.1"")"
DNA polymerase II [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,855,855,99%,0.0,53.50,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBI0582267.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""MBI0582267.1"")"
ribonuclease H-like domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,835,835,99%,0.0,53.47,797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS3790328.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""MBS3790328.1"")"
ribonuclease H-like domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,834,834,99%,0.0,53.47,797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS3781638.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""MBS3781638.1"")"
DNA polymerase II [Methanomassiliicoccaceae archaeon],Methanomassiliicoccaceae archaeon,836,836,98%,0.0,53.44,802,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL1810959.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""MCL1810959.1"")"
DNA polymerase II [Candidatus Cloacimonetes bacterium],Candidatus Cloacimonetes bacterium,842,842,98%,0.0,53.44,805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCB5279784.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""MCB5279784.1"")"
hypothetical protein AMDU4_FER2C00038G0017 [Ferroplasma sp. Type II],Ferroplasma sp. Type II,837,837,100%,0.0,53.37,777,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB73903.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""EQB73903.1"")"
DNA polymerase II [Candidatus Cloacimonetes bacterium],Candidatus Cloacimonetes bacterium,839,839,98%,0.0,53.31,805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK9333401.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""MCK9333401.1"")"
DNA polymerase II [Euryarchaeota archaeon],Euryarchaeota archaeon,848,848,99%,0.0,53.25,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLX46984.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""NLX46984.1"")"
DNA polymerase II [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,844,844,99%,0.0,53.25,783,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4335247.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""MCL4335247.1"")"
DNA polymerase II [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,838,838,100%,0.0,53.24,777,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4312337.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""MCL4312337.1"")"
DNA polymerase II [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,843,843,98%,0.0,53.22,802,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG7843902.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""MCG7843902.1"")"
ribonuclease H-like domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,840,840,99%,0.0,53.15,795,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU1158665.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""MBU1158665.1"")"
TPA: DNA polymerase II [Methanomassiliicoccales archaeon],Methanomassiliicoccales archaeon,851,851,99%,0.0,53.13,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIH77240.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""HIH77240.1"")"
DUF1744 domain-containing protein [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,848,848,99%,0.0,53.11,771,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4343283.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""MCL4343283.1"")"
DNA polymerase II [Thermoplasmata archaeon],Thermoplasmata archaeon,832,832,99%,0.0,53.00,798,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCE37423.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""UCE37423.1"")"
TPA: DNA polymerase II [Candidatus Methanomethylophilaceae archaeon],Candidatus Methanomethylophilaceae archaeon,834,834,99%,0.0,52.99,797,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIJ00342.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""HIJ00342.1"")"
DNA polymerase [Thermogymnomonas acidicola],Thermogymnomonas acidicola,855,855,100%,0.0,52.88,793,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GGM70156.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""GGM70156.1"")"
DNA polymerase domain-containing protein [Methanomassiliicoccus luminyensis],Methanomassiliicoccus luminyensis,847,847,99%,0.0,52.88,811,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019177962.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""WP_019177962.1"")"
