Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
LysE family translocator [Saccharolobus solfataricus],Saccharolobus solfataricus,189,189,92%,2e-57,54.29,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_009988702.1?report=genbank&log$=prottop&blast_rank=12&RID=0VF2G3E9016"",""WP_009988702.1"")"
Putative threonine efflux protein [Candidatus Aramenus sulfurataquae],Candidatus Aramenus sulfurataquae,171,171,94%,1e-50,53.63,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EWG08262.1?report=genbank&log$=prottop&blast_rank=13&RID=0VF2G3E9016"",""EWG08262.1"")"
LysE family translocator [Saccharolobus shibatae],Saccharolobus shibatae,189,189,92%,2e-57,53.14,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218266482.1?report=genbank&log$=prottop&blast_rank=14&RID=0VF2G3E9016"",""WP_218266482.1"")"
LysE family translocator [Saccharolobus shibatae],Saccharolobus shibatae,189,189,92%,3e-57,53.14,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218258765.1?report=genbank&log$=prottop&blast_rank=15&RID=0VF2G3E9016"",""WP_218258765.1"")"
LysE family translocator [Sulfolobus islandicus],Sulfolobus islandicus,189,189,92%,3e-57,53.14,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012717360.1?report=genbank&log$=prottop&blast_rank=16&RID=0VF2G3E9016"",""WP_012717360.1"")"
LysE family translocator [Sulfolobus islandicus],Sulfolobus islandicus,189,189,92%,3e-57,53.14,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012711631.1?report=genbank&log$=prottop&blast_rank=17&RID=0VF2G3E9016"",""WP_012711631.1"")"
LysE family transporter [Candidatus Aramenus sp.],Candidatus Aramenus sp.,170,170,94%,7e-50,53.07,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW9141461.1?report=genbank&log$=prottop&blast_rank=18&RID=0VF2G3E9016"",""MBW9141461.1"")"
LysE family transporter [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,194,194,95%,3e-59,53.04,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5680724.1?report=genbank&log$=prottop&blast_rank=19&RID=0VF2G3E9016"",""MCL5680724.1"")"
LysE family transporter [Acidiplasma cupricumulans],Acidiplasma cupricumulans,171,171,79%,2e-50,52.67,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055041139.1?report=genbank&log$=prottop&blast_rank=20&RID=0VF2G3E9016"",""WP_055041139.1"")"
LysE family transporter [Acidianus manzaensis],Acidianus manzaensis,195,195,92%,7e-60,52.57,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148691879.1?report=genbank&log$=prottop&blast_rank=21&RID=0VF2G3E9016"",""WP_148691879.1"")"
LysE family translocator [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,194,194,92%,5e-59,52.57,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5790101.1?report=genbank&log$=prottop&blast_rank=22&RID=0VF2G3E9016"",""MCL5790101.1"")"
LysE family transporter [Acidianus sulfidivorans],Acidianus sulfidivorans,184,184,92%,1e-55,52.57,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110380336.1?report=genbank&log$=prottop&blast_rank=23&RID=0VF2G3E9016"",""WP_110380336.1"")"
LysE family translocator [Thermoplasma acidophilum],Thermoplasma acidophilum,201,201,94%,5e-62,52.25,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010901285.1?report=genbank&log$=prottop&blast_rank=24&RID=0VF2G3E9016"",""WP_010901285.1"")"
lysine transporter LysE [Sulfolobus acidocaldarius SUSAZ],Sulfolobus acidocaldarius SUSAZ,187,187,96%,2e-56,52.20,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AHC50935.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""AHC50935.1"")"
LysE family transporter [Sulfolobus acidocaldarius],Sulfolobus acidocaldarius,185,185,96%,6e-56,52.20,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011277362.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""WP_011277362.1"")"
lysine transporter LysE [Sulfolobus sp. SCGC AB-777_L09],Sulfolobus sp. SCGC AB-777_L09,171,171,94%,2e-50,51.96,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PVU69645.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""PVU69645.1"")"
LysE family transporter [Stygiolobus sp.],Stygiolobus sp.,171,171,94%,3e-50,51.96,190,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2909799.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""MCG2909799.1"")"
LysE family transporter [Candidatus Aramenus sp.],Candidatus Aramenus sp.,167,167,94%,7e-49,51.96,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCI2414995.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""MCI2414995.1"")"
LysE family translocator [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,197,197,96%,1e-60,51.91,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5874210.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""MCL5874210.1"")"
LysE family transporter [Acidiplasma],Acidiplasma,169,169,87%,1e-49,51.81,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048101923.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""WP_048101923.1"")"
LysE family transporter [Metallosphaera cuprina],Metallosphaera cuprina,180,180,92%,7e-54,51.43,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048057349.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""WP_048057349.1"")"
LysE family transporter [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,189,189,94%,3e-57,51.40,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5929943.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""MCL5929943.1"")"
hypothetical protein AMDU3_IPLC00001G0149 [Thermoplasmatales archaeon I-plasma],Thermoplasmatales archaeon I-plasma,189,189,94%,3e-57,51.40,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB65983.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""EQB65983.1"")"
LysE family transporter [Sulfurisphaera tokodaii],Sulfurisphaera tokodaii,184,184,94%,2e-55,51.40,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010978110.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""WP_010978110.1"")"
LysE family translocator [unclassified Sulfolobus],unclassified Sulfolobus,188,188,95%,5e-57,51.38,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153423717.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""WP_153423717.1"")"
LysE family transporter [Ferroplasma acidiphilum],Ferroplasma acidiphilum,166,166,95%,1e-48,51.38,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081143039.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""WP_081143039.1"")"
LysE family transporter [Metallosphaera hakonensis],Metallosphaera hakonensis,187,187,93%,7e-57,51.14,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110369257.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""WP_110369257.1"")"
lysine transporter LysE [Acidianus sp. HS-5],Acidianus sp. HS-5,194,194,95%,5e-59,51.11,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BDC19463.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""BDC19463.1"")"
hypothetical protein AMDU4_FER2C00233G0003 [Ferroplasma sp. Type II],Ferroplasma sp. Type II,159,159,95%,2e-45,51.11,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EQB70658.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""EQB70658.1"")"
LysE family translocator [Acidianus sp. HS-5],Acidianus sp. HS-5,182,182,88%,4e-55,50.90,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_236753570.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""WP_236753570.1"")"
LysE family transporter [unclassified Sulfolobus],unclassified Sulfolobus,164,164,92%,8e-48,50.86,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_069282299.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""WP_069282299.1"")"
LysE family translocator [Sulfolobus sp. S-194],Sulfolobus sp. S-194,185,185,94%,1e-55,50.84,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIW23002.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""QIW23002.1"")"
LysE family transporter [Sulfurisphaera ohwakuensis],Sulfurisphaera ohwakuensis,183,183,94%,4e-55,50.84,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_156013408.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""WP_156013408.1"")"
LysE family transporter [Stygiolobus caldivivus],Stygiolobus caldivivus,174,174,94%,2e-51,50.84,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_221287421.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""WP_221287421.1"")"
LysE family transporter [Ferroplasma acidarmanus],Ferroplasma acidarmanus,166,166,95%,2e-48,50.83,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_009886846.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""WP_009886846.1"")"
LysE family transporter [Ferroplasma acidiphilum],Ferroplasma acidiphilum,166,166,95%,3e-48,50.83,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_171481125.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""WP_171481125.1"")"
LysE family translocator [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,178,178,95%,3e-53,50.56,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4453301.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""MCL4453301.1"")"
LysE family translocator [Acidianus brierleyi],Acidianus brierleyi,178,178,94%,4e-53,50.56,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AWR94576.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""AWR94576.1"")"
LysE family transporter [Acidianus brierleyi],Acidianus brierleyi,178,178,94%,4e-53,50.56,185,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246252847.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""WP_246252847.1"")"
lysine transporter LysE [Sulfolobus sp. SCGC AB-777_G06],Sulfolobus sp. SCGC AB-777_G06,176,176,95%,3e-52,50.56,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PVU75450.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""PVU75450.1"")"
LysE family transporter [Candidatus Thermoplasmatota archaeon],Candidatus Thermoplasmatota archaeon,184,184,96%,3e-55,50.55,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL5408283.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""MCL5408283.1"")"
LysE family transporter [Sulfodiicoccus acidiphilus],Sulfodiicoccus acidiphilus,175,175,93%,7e-52,50.28,193,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126451319.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""WP_126451319.1"")"
lysine transporter LysE [Sulfodiicoccus acidiphilus],Sulfodiicoccus acidiphilus,176,176,93%,7e-52,50.28,205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BBD72584.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""BBD72584.1"")"
lysine transporter LysE [Thermoplasma sp. Kam2015],Thermoplasma sp. Kam2015,195,195,94%,9e-60,50.28,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PYB68237.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""PYB68237.1"")"
LysE family translocator [Thermoplasma sp. Kam2015],Thermoplasma sp. Kam2015,195,195,94%,1e-59,50.28,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_237265309.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""WP_237265309.1"")"
LysE family transporter [Metallosphaera yellowstonensis],Metallosphaera yellowstonensis,185,185,95%,9e-56,50.00,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_009075025.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""WP_009075025.1"")"
LysE family translocator [Thermoplasma sp.],Thermoplasma sp.,183,183,94%,3e-55,49.72,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA8923215.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""KAA8923215.1"")"
LysE family transporter [Metallosphaera tengchongensis],Metallosphaera tengchongensis,165,165,92%,5e-48,49.43,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_174630020.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""WP_174630020.1"")"
LysE family transporter [Metallosphaera sedula],Metallosphaera sedula,182,182,92%,1e-54,49.14,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240253573.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""WP_240253573.1"")"
LysE family transporter [Metallosphaera],Metallosphaera,182,182,92%,2e-54,49.14,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012022102.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""WP_012022102.1"")"
lysine transporter LysE [Acidianus ambivalens],Acidianus ambivalens,178,178,88%,2e-53,49.10,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048054904.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""WP_048054904.1"")"
lysine transporter LysE [Acidianus hospitalis],Acidianus hospitalis,177,177,88%,5e-53,49.10,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PVU74917.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""PVU74917.1"")"
LysE family translocator [Acidianus infernus],Acidianus infernus,177,177,88%,6e-53,49.10,171,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155864380.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""WP_155864380.1"")"
Lysine exporter protein (LYSE/YGGA) [Acidianus hospitalis W1],Acidianus hospitalis W1,191,191,95%,7e-58,48.89,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AEE93860.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""AEE93860.1"")"
LysE family transporter [Acidianus],Acidianus,190,190,95%,8e-58,48.89,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231136336.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""WP_231136336.1"")"
hypothetical protein HS7_18510 [Sulfolobales archaeon HS-7],Sulfolobales archaeon HS-7,167,167,94%,3e-47,48.88,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BCU68414.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""BCU68414.1"")"
LysE family translocator [Thermoplasma volcanium],Thermoplasma volcanium,180,180,95%,9e-54,48.62,186,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010916973.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""WP_010916973.1"")"
LysE family translocator [Acidianus sp. RZ1],Acidianus sp. RZ1,166,166,93%,1e-48,47.46,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216604181.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""WP_216604181.1"")"
LysE family translocator [Acidianus sp. RZ1],Acidianus sp. RZ1,166,166,93%,2e-48,47.46,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NON61948.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""NON61948.1"")"
LysE family translocator [Candidatus Acidianus copahuensis],Candidatus Acidianus copahuensis,166,166,93%,3e-48,47.46,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235185680.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""WP_235185680.1"")"
lysine transporter LysE [Candidatus Acidianus copahuensis],Candidatus Acidianus copahuensis,166,166,93%,3e-48,47.46,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EZQ01894.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""EZQ01894.1"")"
LysE family transporter [Metallosphaera javensis (ex Hofmann et al. 2022)],Metallosphaera javensis (ex Hofmann et al. 2022),178,178,93%,3e-53,47.16,184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_255775984.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""WP_255775984.1"")"
lysine transporter LysE [Metallosphaera javensis (ex Sakai et al. 2022)],Metallosphaera javensis (ex Sakai et al. 2022),178,178,93%,4e-53,47.16,189,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BCS91883.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""BCS91883.1"")"
LysE family transporter [Sulfolobus sp.],Sulfolobus sp.,164,164,93%,1e-47,46.37,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCI4455137.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""MCI4455137.1"")"
LysE family translocator [Picrophilus torridus],Picrophilus torridus,180,180,95%,6e-54,46.11,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011177181.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""WP_011177181.1"")"
LysE family translocator [Picrophilus oshimae],Picrophilus oshimae,180,180,95%,9e-54,46.11,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084272601.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""WP_084272601.1"")"
LysE family transporter [Thermocladium modestius],Thermocladium modestius,131,131,78%,1e-34,46.10,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_229657707.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""WP_229657707.1"")"
LysE family transporter [Sulfolobales archaeon],Sulfolobales archaeon,161,161,93%,2e-46,45.81,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ4342270.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""MCQ4342270.1"")"
LysE family transporter [Sulfolobales archaeon],Sulfolobales archaeon,161,161,93%,2e-46,45.81,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ4349696.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""MCQ4349696.1"")"
LysE family translocator [Metallosphaera prunae],Metallosphaera prunae,149,149,82%,4e-42,45.51,164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QCO31278.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""QCO31278.1"")"
LysE family transporter [Sulfolobales archaeon],Sulfolobales archaeon,164,164,98%,1e-47,45.50,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2888025.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""MCG2888025.1"")"
LysE family transporter [Sulfolobales archaeon],Sulfolobales archaeon,162,162,93%,1e-46,45.25,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2871350.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""MCG2871350.1"")"
LysE family transporter [Sulfolobales archaeon],Sulfolobales archaeon,162,162,98%,6e-47,44.97,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ4343853.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""MCQ4343853.1"")"
LysE family transporter [Sulfolobales archaeon],Sulfolobales archaeon,164,164,98%,2e-47,44.44,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ4345453.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""MCQ4345453.1"")"
LysE family transporter [Sulfolobales archaeon],Sulfolobales archaeon,162,162,98%,9e-47,44.44,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ4366322.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""MCQ4366322.1"")"
LysE family transporter [Sulfolobales archaeon],Sulfolobales archaeon,162,162,98%,1e-46,44.44,192,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCQ4384931.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""MCQ4384931.1"")"
LysE family transporter [Thermoprotei archaeon],Thermoprotei archaeon,131,131,90%,2e-34,43.58,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCI4396424.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""MCI4396424.1"")"
TPA: LysE family translocator [Fervidicoccus fontis],Fervidicoccus fontis,139,139,91%,1e-37,43.09,195,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEU98013.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""HEU98013.1"")"
LysE family translocator [Sulfolobales archaeon],Sulfolobales archaeon,136,136,84%,7e-37,42.94,166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG2911433.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""MCG2911433.1"")"
LysE family transporter [Desulfurococcales archaeon],Desulfurococcales archaeon,130,130,92%,2e-34,42.33,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NAZ11617.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""NAZ11617.1"")"
LysE family transporter [Fervidicoccaceae archaeon],Fervidicoccaceae archaeon,130,130,92%,2e-34,41.80,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCC6010097.1?report=genbank&log$=prottop&blast_rank=92&RID=0VF2G3E9016"",""MCC6010097.1"")"
LysE family transporter [Thermofilum sp.],Thermofilum sp.,132,132,92%,5e-35,40.74,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCI4408524.1?report=genbank&log$=prottop&blast_rank=93&RID=0VF2G3E9016"",""MCI4408524.1"")"
lysine transporter LysE [Caldivirga sp. MG_3],Caldivirga sp. MG_3,139,139,95%,2e-37,40.10,204,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KUO83684.1?report=genbank&log$=prottop&blast_rank=94&RID=0VF2G3E9016"",""KUO83684.1"")"
lysine transporter LysE [Desulfurococcaceae archaeon AG1],Desulfurococcaceae archaeon AG1,130,130,97%,5e-34,39.70,207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GAY26043.1?report=genbank&log$=prottop&blast_rank=95&RID=0VF2G3E9016"",""GAY26043.1"")"
LysE family transporter [Vulcanisaeta sp. EB80],Vulcanisaeta sp. EB80,129,129,95%,6e-34,39.69,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081226300.1?report=genbank&log$=prottop&blast_rank=96&RID=0VF2G3E9016"",""WP_081226300.1"")"
