Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein AMJ45_03350 [Syntrophobacter sp. DG_60],Syntrophobacter sp. DG_60,57.0,57.0,84%,1e-05,29.47,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KPJ67030.1?report=genbank&log$=prottop&blast_rank=11&RID=0VF2G3E9016"",""KPJ67030.1"")"
DUF47 family protein [Pseudomonadota bacterium],Pseudomonadota bacterium,52.0,52.0,63%,6e-04,29.25,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NIQ38856.1?report=genbank&log$=prottop&blast_rank=12&RID=0VF2G3E9016"",""NIQ38856.1"")"
DUF47 family protein [Nitrososphaerota archaeon],Nitrososphaerota archaeon,47.4,47.4,60%,0.023,29.17,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCL4344177.1?report=genbank&log$=prottop&blast_rank=13&RID=0VF2G3E9016"",""MCL4344177.1"")"
DUF47 domain-containing protein [Acidobacteria bacterium CG_4_9_14_3_um_filter_49_7],Acidobacteria bacterium CG_4_9_14_3_um_filter_49_7,48.1,48.1,63%,0.012,28.95,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PJB82297.1?report=genbank&log$=prottop&blast_rank=14&RID=0VF2G3E9016"",""PJB82297.1"")"
DUF47 family protein [Nitrososphaerota archaeon],Nitrososphaerota archaeon,53.9,53.9,60%,1e-04,28.87,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NAY81874.1?report=genbank&log$=prottop&blast_rank=15&RID=0VF2G3E9016"",""NAY81874.1"")"
DUF47 family protein [Betaproteobacteria bacterium],Betaproteobacteria bacterium,53.1,53.1,60%,3e-04,28.57,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBM3356996.1?report=genbank&log$=prottop&blast_rank=16&RID=0VF2G3E9016"",""MBM3356996.1"")"
DUF47 domain-containing protein [Chloroflexota bacterium],Chloroflexota bacterium,50.8,50.8,72%,0.002,28.49,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMG00776.1?report=genbank&log$=prottop&blast_rank=17&RID=0VF2G3E9016"",""TMG00776.1"")"
DUF47 family protein [Candidatus Nitrosocaldus],Candidatus Nitrosocaldus,57.8,57.8,65%,6e-06,28.10,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103287731.1?report=genbank&log$=prottop&blast_rank=18&RID=0VF2G3E9016"",""WP_103287731.1"")"
TIGR00153 family protein ['Osedax' symbiont bacterium Rs2_46_30_T18],'Osedax' symbiont bacterium Rs2_46_30_T18,59.7,59.7,72%,1e-06,27.68,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OUS33178.1?report=genbank&log$=prottop&blast_rank=19&RID=0VF2G3E9016"",""OUS33178.1"")"
hypothetical protein DRO37_02450 [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,54.7,54.7,60%,7e-05,27.27,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLG95419.1?report=genbank&log$=prottop&blast_rank=20&RID=0VF2G3E9016"",""RLG95419.1"")"
hypothetical protein APU95_05725 [Hadesarchaea archaeon YNP_N21],Hadesarchaea archaeon YNP_N21,49.7,49.7,65%,0.004,27.27,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KUO43353.1?report=genbank&log$=prottop&blast_rank=21&RID=0VF2G3E9016"",""KUO43353.1"")"
TIGR00153 family protein [Candidatus Bipolaricaulota bacterium],Candidatus Bipolaricaulota bacterium,60.5,60.5,74%,7e-07,27.12,213,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK4571038.1?report=genbank&log$=prottop&blast_rank=22&RID=0VF2G3E9016"",""MCK4571038.1"")"
DUF47 domain-containing protein [Chloroflexota bacterium],Chloroflexota bacterium,47.0,47.0,72%,0.027,26.90,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMG01434.1?report=genbank&log$=prottop&blast_rank=23&RID=0VF2G3E9016"",""TMG01434.1"")"
DUF47 domain-containing protein [Chloroflexota bacterium],Chloroflexota bacterium,46.6,46.6,72%,0.045,26.90,208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMB65571.1?report=genbank&log$=prottop&blast_rank=24&RID=0VF2G3E9016"",""TMB65571.1"")"
DUF47 family protein [Desulfurococcaceae archaeon],Desulfurococcaceae archaeon,46.6,46.6,59%,0.044,26.85,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCC6034679.1?report=genbank&log$=prottop&blast_rank=25&RID=0VF2G3E9016"",""MCC6034679.1"")"
TIGR00153 family protein [Thermosipho atlanticus],Thermosipho atlanticus,52.0,52.0,65%,6e-04,26.80,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073073486.1?report=genbank&log$=prottop&blast_rank=26&RID=0VF2G3E9016"",""WP_073073486.1"")"
hypothetical protein DRG31_07265 [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,52.0,52.0,60%,7e-04,26.76,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLA82525.1?report=genbank&log$=prottop&blast_rank=27&RID=0VF2G3E9016"",""RLA82525.1"")"
TIGR00153 family protein [Candidatus Verstraetearchaeota archaeon],Candidatus Verstraetearchaeota archaeon,60.1,60.1,74%,9e-07,26.67,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLE49538.1?report=genbank&log$=prottop&blast_rank=28&RID=0VF2G3E9016"",""RLE49538.1"")"
TIGR00153 family protein [Methanothermus fervidus],Methanothermus fervidus,68.2,68.2,75%,1e-09,26.40,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013413828.1?report=genbank&log$=prottop&blast_rank=29&RID=0VF2G3E9016"",""WP_013413828.1"")"
DUF47 family protein [Caldithrix abyssi],Caldithrix abyssi,50.1,50.1,63%,0.003,26.35,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006928616.1?report=genbank&log$=prottop&blast_rank=30&RID=0VF2G3E9016"",""WP_006928616.1"")"
hypothetical protein DSO04_02280 [Hadesarchaea archaeon],Hadesarchaea archaeon,49.7,49.7,63%,0.004,26.14,223,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TDA32394.1?report=genbank&log$=prottop&blast_rank=31&RID=0VF2G3E9016"",""TDA32394.1"")"
TIGR00153 family protein [Gallaecimonas mangrovi],Gallaecimonas mangrovi,52.4,52.4,63%,5e-04,26.11,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_115717647.1?report=genbank&log$=prottop&blast_rank=32&RID=0VF2G3E9016"",""WP_115717647.1"")"
DUF47 family protein [Candidatus Bipolaricaulota bacterium],Candidatus Bipolaricaulota bacterium,52.8,52.8,91%,3e-04,26.03,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBU1050140.1?report=genbank&log$=prottop&blast_rank=33&RID=0VF2G3E9016"",""MBU1050140.1"")"
TIGR00153 family protein [Oceanospirillaceae bacterium],Oceanospirillaceae bacterium,53.9,53.9,72%,1e-04,25.99,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQZ30692.1?report=genbank&log$=prottop&blast_rank=34&RID=0VF2G3E9016"",""NQZ30692.1"")"
DUF47 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,56.2,56.2,78%,2e-05,25.91,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW2028573.1?report=genbank&log$=prottop&blast_rank=35&RID=0VF2G3E9016"",""MBW2028573.1"")"
TIGR00153 family protein [Thermosipho affectus],Thermosipho affectus,52.8,52.8,74%,4e-04,25.86,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077198211.1?report=genbank&log$=prottop&blast_rank=36&RID=0VF2G3E9016"",""WP_077198211.1"")"
TIGR00153 family protein [unclassified Thermosipho (in: thermotogales)],unclassified Thermosipho (in: thermotogales),52.0,52.0,74%,7e-04,25.86,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075665823.1?report=genbank&log$=prottop&blast_rank=37&RID=0VF2G3E9016"",""WP_075665823.1"")"
TIGR00153 family protein [Thermosipho sp. (in: thermotogales)],Thermosipho sp. (in: thermotogales),58.9,58.9,77%,3e-06,25.68,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO8161012.1?report=genbank&log$=prottop&blast_rank=38&RID=0VF2G3E9016"",""MBO8161012.1"")"
TIGR00153 family protein [Thermosipho ferrireducens],Thermosipho ferrireducens,54.3,54.3,76%,1e-04,25.54,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_207566497.1?report=genbank&log$=prottop&blast_rank=39&RID=0VF2G3E9016"",""WP_207566497.1"")"
TIGR00153 family protein [Desulfofustis sp.],Desulfofustis sp.,48.5,48.5,75%,0.013,25.41,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBT8329050.1?report=genbank&log$=prottop&blast_rank=40&RID=0VF2G3E9016"",""MBT8329050.1"")"
TIGR00153 family protein [Desulfofustis sp.],Desulfofustis sp.,48.1,48.1,75%,0.013,25.41,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NNK55678.1?report=genbank&log$=prottop&blast_rank=41&RID=0VF2G3E9016"",""NNK55678.1"")"
TIGR00153 family protein [Desulfofustis sp.],Desulfofustis sp.,47.8,47.8,75%,0.020,25.41,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBT8356070.1?report=genbank&log$=prottop&blast_rank=42&RID=0VF2G3E9016"",""MBT8356070.1"")"
TIGR00153 family protein [Candidatus Bipolaricaulota bacterium],Candidatus Bipolaricaulota bacterium,50.4,50.4,90%,0.002,25.35,213,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0634527.1?report=genbank&log$=prottop&blast_rank=43&RID=0VF2G3E9016"",""MBE0634527.1"")"
DUF47 family protein [Candidatus Marinimicrobia bacterium],Candidatus Marinimicrobia bacterium,47.0,47.0,67%,0.037,25.32,213,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQV42439.1?report=genbank&log$=prottop&blast_rank=44&RID=0VF2G3E9016"",""NQV42439.1"")"
TIGR00153 family protein [Gallaecimonas pentaromativorans],Gallaecimonas pentaromativorans,52.8,52.8,67%,3e-04,25.30,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_050657154.1?report=genbank&log$=prottop&blast_rank=45&RID=0VF2G3E9016"",""WP_050657154.1"")"
DUF47 family protein [Pseudomonadota bacterium],Pseudomonadota bacterium,48.5,48.5,66%,0.011,25.16,213,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NIS68189.1?report=genbank&log$=prottop&blast_rank=46&RID=0VF2G3E9016"",""NIS68189.1"")"
hypothetical protein [Pelagibacteraceae bacterium],Pelagibacteraceae bacterium,52.8,52.8,91%,3e-04,25.12,220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD42468.1?report=genbank&log$=prottop&blast_rank=47&RID=0VF2G3E9016"",""MBD42468.1"")"
hypothetical protein CFH21_01032 [Alphaproteobacteria bacterium MarineAlpha5_Bin11],Alphaproteobacteria bacterium MarineAlpha5_Bin11,51.6,51.6,91%,0.001,25.00,220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PPR42707.1?report=genbank&log$=prottop&blast_rank=48&RID=0VF2G3E9016"",""PPR42707.1"")"
TIGR00153 family protein [Marinitoga],Marinitoga,50.4,50.4,75%,0.002,24.86,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014295594.1?report=genbank&log$=prottop&blast_rank=49&RID=0VF2G3E9016"",""WP_014295594.1"")"
DUF47 family protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,57.4,57.4,67%,1e-05,24.84,234,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ7455529.1?report=genbank&log$=prottop&blast_rank=50&RID=0VF2G3E9016"",""MCJ7455529.1"")"
TIGR00153 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,50.8,50.8,84%,0.002,24.76,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RLB10886.1?report=genbank&log$=prottop&blast_rank=51&RID=0VF2G3E9016"",""RLB10886.1"")"
DUF47 family protein [Candidatus Hydrothermae bacterium],Candidatus Hydrothermae bacterium,56.6,56.6,79%,2e-05,24.73,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBP7702309.1?report=genbank&log$=prottop&blast_rank=52&RID=0VF2G3E9016"",""MBP7702309.1"")"
TIGR00153 family protein [Flocculibacter collagenilyticus],Flocculibacter collagenilyticus,48.9,48.9,72%,0.007,24.72,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199609465.1?report=genbank&log$=prottop&blast_rank=53&RID=0VF2G3E9016"",""WP_199609465.1"")"
TIGR00153 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,49.3,49.3,84%,0.006,24.64,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW2000241.1?report=genbank&log$=prottop&blast_rank=54&RID=0VF2G3E9016"",""MBW2000241.1"")"
TIGR00153 family protein [Marinitoga lauensis],Marinitoga lauensis,50.1,50.1,75%,0.003,24.59,209,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240739194.1?report=genbank&log$=prottop&blast_rank=55&RID=0VF2G3E9016"",""WP_240739194.1"")"
DUF47 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,47.8,47.8,63%,0.021,24.49,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBT8406018.1?report=genbank&log$=prottop&blast_rank=56&RID=0VF2G3E9016"",""MBT8406018.1"")"
DUF47 family protein [Candidatus Nitrosocaldus sp.],Candidatus Nitrosocaldus sp.,61.2,61.2,77%,4e-07,24.44,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCS6767167.1?report=genbank&log$=prottop&blast_rank=57&RID=0VF2G3E9016"",""MCS6767167.1"")"
DUF47 family protein [Candidatus Nitrosocaldus sp.],Candidatus Nitrosocaldus sp.,60.8,60.8,77%,5e-07,24.44,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCS7140981.1?report=genbank&log$=prottop&blast_rank=58&RID=0VF2G3E9016"",""MCS7140981.1"")"
TIGR00153 family protein [Pseudomonadales bacterium],Pseudomonadales bacterium,60.1,60.1,92%,1e-06,24.44,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ8297533.1?report=genbank&log$=prottop&blast_rank=59&RID=0VF2G3E9016"",""MCJ8297533.1"")"
TIGR00153 family protein [Thermosipho africanus],Thermosipho africanus,49.7,49.7,71%,0.004,24.40,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_004100886.1?report=genbank&log$=prottop&blast_rank=60&RID=0VF2G3E9016"",""WP_004100886.1"")"
hypothetical protein [Thermosipho sp. (in: thermotogales)],Thermosipho sp. (in: thermotogales),48.5,48.5,69%,0.010,24.39,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBZ4650570.1?report=genbank&log$=prottop&blast_rank=61&RID=0VF2G3E9016"",""MBZ4650570.1"")"
TIGR00153 family protein [Thermosipho globiformans],Thermosipho globiformans,47.8,47.8,69%,0.019,24.39,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126993185.1?report=genbank&log$=prottop&blast_rank=62&RID=0VF2G3E9016"",""WP_126993185.1"")"
TIGR00153 family protein [Pasteurella langaaensis],Pasteurella langaaensis,55.8,55.8,80%,3e-05,24.37,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_116632529.1?report=genbank&log$=prottop&blast_rank=63&RID=0VF2G3E9016"",""WP_116632529.1"")"
hypothetical protein OFPII_13570 [Osedax symbiont Rs1],Osedax symbiont Rs1,54.3,54.3,72%,1e-04,24.29,217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EPJ47379.1?report=genbank&log$=prottop&blast_rank=64&RID=0VF2G3E9016"",""EPJ47379.1"")"
DUF47 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,46.6,46.6,73%,0.044,24.16,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCF01240.1?report=genbank&log$=prottop&blast_rank=65&RID=0VF2G3E9016"",""UCF01240.1"")"
TPA: TIGR00153 family protein [Oceanospirillales bacterium],Oceanospirillales bacterium,47.0,47.0,70%,0.031,24.14,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HFC30157.1?report=genbank&log$=prottop&blast_rank=66&RID=0VF2G3E9016"",""HFC30157.1"")"
TIGR00153 family protein [Pseudomonadales bacterium],Pseudomonadales bacterium,57.0,57.0,92%,1e-05,24.00,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCJ8338344.1?report=genbank&log$=prottop&blast_rank=67&RID=0VF2G3E9016"",""MCJ8338344.1"")"
TPA: DUF47 family protein [Candidatus Caldarchaeum subterraneum],Candidatus Caldarchaeum subterraneum,57.4,57.4,89%,9e-06,23.94,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HIQ29341.1?report=genbank&log$=prottop&blast_rank=68&RID=0VF2G3E9016"",""HIQ29341.1"")"
TIGR00153 family protein [Thermosipho africanus],Thermosipho africanus,48.5,48.5,69%,0.009,23.93,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_114703116.1?report=genbank&log$=prottop&blast_rank=69&RID=0VF2G3E9016"",""WP_114703116.1"")"
hypothetical protein COB40_14270 [Marinosulfonomonas sp.],Marinosulfonomonas sp.,56.2,56.2,68%,3e-05,23.90,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PHQ93417.1?report=genbank&log$=prottop&blast_rank=70&RID=0VF2G3E9016"",""PHQ93417.1"")"
TIGR00153 family protein [Marinitoga hydrogenitolerans],Marinitoga hydrogenitolerans,47.8,47.8,76%,0.016,23.89,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072865093.1?report=genbank&log$=prottop&blast_rank=71&RID=0VF2G3E9016"",""WP_072865093.1"")"
TIGR00153 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,49.7,49.7,84%,0.004,23.79,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW2029368.1?report=genbank&log$=prottop&blast_rank=72&RID=0VF2G3E9016"",""MBW2029368.1"")"
TIGR00153 family protein [unclassified Marinitoga],unclassified Marinitoga,46.6,46.6,75%,0.042,23.76,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_047265579.1?report=genbank&log$=prottop&blast_rank=73&RID=0VF2G3E9016"",""WP_047265579.1"")"
TIGR00153 family protein [Thermosipho japonicus],Thermosipho japonicus,48.1,48.1,91%,0.014,23.72,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184619514.1?report=genbank&log$=prottop&blast_rank=74&RID=0VF2G3E9016"",""WP_184619514.1"")"
TIGR00153 family protein [Marinitoga sp. 1197],Marinitoga sp. 1197,47.8,47.8,76%,0.021,23.50,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_047267771.1?report=genbank&log$=prottop&blast_rank=75&RID=0VF2G3E9016"",""WP_047267771.1"")"
TIGR00153 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,48.1,48.1,84%,0.013,23.41,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW2065047.1?report=genbank&log$=prottop&blast_rank=76&RID=0VF2G3E9016"",""MBW2065047.1"")"
hypothetical protein [Acidiferrobacteraceae bacterium],Acidiferrobacteraceae bacterium,55.1,55.1,80%,7e-05,23.40,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBP81894.1?report=genbank&log$=prottop&blast_rank=77&RID=0VF2G3E9016"",""MBP81894.1"")"
TIGR00153 family protein [Thermosipho sp. (in: thermotogales)],Thermosipho sp. (in: thermotogales),61.6,61.6,91%,2e-07,23.36,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO8139563.1?report=genbank&log$=prottop&blast_rank=78&RID=0VF2G3E9016"",""MBO8139563.1"")"
DUF47 family protein [Candidatus Eisenbacteria bacterium],Candidatus Eisenbacteria bacterium,50.4,50.4,88%,0.002,23.33,215,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBN1825567.1?report=genbank&log$=prottop&blast_rank=79&RID=0VF2G3E9016"",""MBN1825567.1"")"
TIGR00153 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,48.9,48.9,81%,0.007,23.19,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG6947171.1?report=genbank&log$=prottop&blast_rank=80&RID=0VF2G3E9016"",""MCG6947171.1"")"
TIGR00153 family protein [Marinitoga litoralis],Marinitoga litoralis,47.0,47.0,74%,0.038,23.16,214,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205099832.1?report=genbank&log$=prottop&blast_rank=81&RID=0VF2G3E9016"",""WP_205099832.1"")"
DUF47 family protein [Pseudomonadota bacterium],Pseudomonadota bacterium,55.1,55.1,81%,6e-05,23.16,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCP4827308.1?report=genbank&log$=prottop&blast_rank=82&RID=0VF2G3E9016"",""MCP4827308.1"")"
TIGR00153 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,50.4,50.4,84%,0.002,23.08,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW1922615.1?report=genbank&log$=prottop&blast_rank=83&RID=0VF2G3E9016"",""MBW1922615.1"")"
TPA: DUF47 domain-containing protein [Gammaproteobacteria bacterium],Gammaproteobacteria bacterium,47.8,47.8,82%,0.017,22.96,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAA36926.1?report=genbank&log$=prottop&blast_rank=84&RID=0VF2G3E9016"",""HAA36926.1"")"
TPA: DUF47 domain-containing protein [Gammaproteobacteria bacterium],Gammaproteobacteria bacterium,47.8,47.8,82%,0.019,22.96,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAF74884.1?report=genbank&log$=prottop&blast_rank=85&RID=0VF2G3E9016"",""HAF74884.1"")"
TIGR00153 family protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,48.9,48.9,81%,0.008,22.71,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW1979827.1?report=genbank&log$=prottop&blast_rank=86&RID=0VF2G3E9016"",""MBW1979827.1"")"
hypothetical protein [Acidiferrobacteraceae bacterium],Acidiferrobacteraceae bacterium,47.8,47.8,73%,0.018,22.67,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE29889.1?report=genbank&log$=prottop&blast_rank=87&RID=0VF2G3E9016"",""MBE29889.1"")"
hypothetical protein [Acidimicrobiaceae bacterium],Acidimicrobiaceae bacterium,47.0,47.0,73%,0.036,22.67,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBO31281.1?report=genbank&log$=prottop&blast_rank=88&RID=0VF2G3E9016"",""MBO31281.1"")"
TPA: DUF47 domain-containing protein [Gammaproteobacteria bacterium],Gammaproteobacteria bacterium,47.0,47.0,73%,0.037,22.67,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCC46281.1?report=genbank&log$=prottop&blast_rank=89&RID=0VF2G3E9016"",""HCC46281.1"")"
hypothetical protein [Acidiferrobacter sp.],Acidiferrobacter sp.,46.6,46.6,70%,0.044,22.42,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBR41738.1?report=genbank&log$=prottop&blast_rank=90&RID=0VF2G3E9016"",""MBR41738.1"")"
TIGR00153 family protein [bacterium],bacterium,54.3,54.3,84%,1e-04,22.27,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NCO59197.1?report=genbank&log$=prottop&blast_rank=91&RID=0VF2G3E9016"",""NCO59197.1"")"
